,col 0,,col a,col b,col c,col d,col e,col f,RTC,col g,col h
2489,0.691388889,4604.65,1.279069444,0:41:29.000,3.8368,7006.400,4840.000,17779.500,01/09/2021 21:17:36,26882.2,25.204
2490,0.691666667,4606.5,1.279583333,0:41:30.000,3.8368,7000.200,4842.000,17787.000,01/09/2021 21:17:37,26858.4,25.204
2491,0.691944444,4608.35,1.280097222,0:41:31.000,3.8371,7006.400,4843.900,17794.500,01/09/2021 21:17:38,26884.3,25.205
2492,0.692222222,4610.2,1.280611111,0:41:32.000,3.8371,7006.400,4845.800,17801.900,01/09/2021 21:17:39,26884.3,25.204
2493,0.6925,4612.05,1.281125,0:41:33.000,3.8374,7006.400,4847.800,17809.400,01/09/2021 21:17:40,26886.4,25.203
2494,0.692777778,4613.9,1.281638889,0:41:34.000,3.8374,7006.400,4849.700,17816.900,01/09/2021 21:17:41,26886.4,25.202
2495,0.693055556,4615.75,1.282152778,0:41:35.000,3.8374,7006.400,4851.700,17824.300,01/09/2021 21:17:42,26886.4,25.199
2496,0.693333333,4617.6,1.282666667,0:41:36.000,3.8377,7006.400,4853.600,17831.800,01/09/2021 21:17:43,26888.5,25.198
2497,0.693611111,4619.45,1.283180556,0:41:37.000,3.8377,7006.400,4855.600,17839.300,01/09/2021 21:17:44,26888.5,25.199
2498,0.693888889,4621.3,1.283694444,0:41:38.000,3.8383,7006.400,4857.500,17846.700,01/09/2021 21:17:45,26892.7,25.201
2499,0.694166667,4623.15,1.284208333,0:41:39.000,3.8383,7006.400,4859.500,17854.200,01/09/2021 21:17:46,26892.7,25.204
2500,0.694444444,4625,1.284722222,0:41:40.000,3.8383,7006.400,4861.400,17861.700,01/09/2021 21:17:47,26892.7,25.206
2501,0.694722222,4626.85,1.285236111,0:41:41.000,3.8386,7006.400,4863.400,17869.100,01/09/2021 21:17:48,26894.8,25.207
2502,0.695,4628.7,1.28575,0:41:42.000,3.8386,7000.200,4865.300,17876.600,01/09/2021 21:17:49,26871.0,25.21
2503,0.695277778,4630.55,1.286263889,0:41:43.000,3.8389,7000.200,4867.200,17884.100,01/09/2021 21:17:50,26873.1,25.212
2504,0.695555556,4632.4,1.286777778,0:41:44.000,3.8389,7006.400,4869.200,17891.600,01/09/2021 21:17:51,26896.9,25.211
2505,0.695833333,4634.25,1.287291667,0:41:45.000,3.8389,7000.200,4871.100,17899.000,01/09/2021 21:17:52,26873.1,25.211
2506,0.696111111,4636.1,1.287805556,0:41:46.000,3.8392,7000.200,4873.100,17906.500,01/09/2021 21:17:53,26875.2,25.21
2507,0.696388889,4637.95,1.288319444,0:41:47.000,3.8392,7000.200,4875.000,17914.000,01/09/2021 21:17:54,26875.2,25.21
2508,0.696666667,4639.8,1.288833333,0:41:48.000,3.8395,7000.200,4877.000,17921.400,01/09/2021 21:17:55,26877.3,25.212
2509,0.696944444,4641.65,1.289347222,0:41:49.000,3.8395,7006.400,4878.900,17928.900,01/09/2021 21:17:56,26901.1,25.214
2510,0.697222222,4643.5,1.289861111,0:41:50.000,3.8399,7000.200,4880.900,17936.400,01/09/2021 21:17:57,26880.1,25.216
2511,0.6975,4645.35,1.290375,0:41:51.000,3.8399,7006.400,4882.800,17943.800,01/09/2021 21:17:58,26903.9,25.216
2512,0.697777778,4647.2,1.290888889,0:41:52.000,3.8402,7006.400,4884.800,17951.300,01/09/2021 21:17:59,26906.0,25.215
2513,0.698055556,4649.05,1.291402778,0:41:53.000,3.8402,7000.200,4886.700,17958.800,01/09/2021 21:18:00,26882.2,25.213
2514,0.698333333,4650.9,1.291916667,0:41:54.000,3.8402,7006.400,4888.600,17966.300,01/09/2021 21:18:01,26906.0,25.213
2515,0.698611111,4652.75,1.292430556,0:41:55.000,3.8405,7006.400,4890.600,17973.700,01/09/2021 21:18:02,26908.1,25.209
2516,0.698888889,4654.6,1.292944444,0:41:56.000,3.8405,7006.400,4892.500,17981.200,01/09/2021 21:18:03,26908.1,25.21
2517,0.699166667,4656.45,1.293458333,0:41:57.000,3.8408,7000.200,4894.500,17988.700,01/09/2021 21:18:04,26886.4,25.211
2518,0.699444444,4658.3,1.293972222,0:41:58.000,3.8408,7006.400,4896.400,17996.100,01/09/2021 21:18:05,26910.2,25.211
2519,0.699722222,4660.15,1.294486111,0:41:59.000,3.8408,7000.200,4898.400,18003.600,01/09/2021 21:18:06,26886.4,25.21
2520,0.7,4662,1.295,0:42:00.000,3.8411,7006.400,4900.300,18011.100,01/09/2021 21:18:07,26912.3,25.211
2521,0.700277778,4663.85,1.295513889,0:42:01.000,3.8411,7000.200,4902.300,18018.600,01/09/2021 21:18:08,26888.5,25.211
2522,0.700555556,4665.7,1.296027778,0:42:02.000,3.8414,7006.400,4904.200,18026.000,01/09/2021 21:18:09,26914.4,25.212
2523,0.700833333,4667.55,1.296541667,0:42:03.000,3.8414,7006.400,4906.200,18033.500,01/09/2021 21:18:10,26914.4,25.214
2524,0.701111111,4669.4,1.297055556,0:42:04.000,3.8417,7006.400,4908.100,18041.000,01/09/2021 21:18:11,26916.5,25.216
2525,0.701388889,4671.25,1.297569444,0:42:05.000,3.8417,7006.400,4910.000,18048.500,01/09/2021 21:18:12,26916.5,25.219
2526,0.701666667,4673.1,1.298083333,0:42:06.000,3.8417,7006.400,4912.000,18055.900,01/09/2021 21:18:13,26916.5,25.219
2527,0.701944444,4674.95,1.298597222,0:42:07.000,3.8420,7006.400,4913.900,18063.400,01/09/2021 21:18:14,26918.6,25.221
2528,0.702222222,4676.8,1.299111111,0:42:08.000,3.8420,7006.400,4915.900,18070.900,01/09/2021 21:18:15,26918.6,25.224
2529,0.7025,4678.65,1.299625,0:42:09.000,3.8423,7000.200,4917.800,18078.400,01/09/2021 21:18:16,26896.9,25.227
2530,0.702777778,4680.5,1.300138889,0:42:10.000,3.8423,7006.400,4919.800,18085.800,01/09/2021 21:18:17,26920.7,25.228
2531,0.703055556,4682.35,1.300652778,0:42:11.000,3.8423,7000.200,4921.700,18093.300,01/09/2021 21:18:18,26896.9,25.23
2532,0.703333333,4684.2,1.301166667,0:42:12.000,3.8426,7006.400,4923.700,18100.800,01/09/2021 21:18:19,26922.8,25.229
2533,0.703611111,4686.05,1.301680556,0:42:13.000,3.8426,7006.400,4925.600,18108.300,01/09/2021 21:18:20,26922.8,25.227
2534,0.703888889,4687.9,1.302194444,0:42:14.000,3.8430,7000.200,4927.600,18115.700,01/09/2021 21:18:21,26901.8,25.226
2535,0.704166667,4689.75,1.302708333,0:42:15.000,3.8430,7006.400,4929.500,18123.200,01/09/2021 21:18:22,26925.6,25.228
2536,0.704444444,4691.6,1.303222222,0:42:16.000,3.8433,7006.400,4931.500,18130.700,01/09/2021 21:18:23,26927.7,25.23
2537,0.704722222,4693.45,1.303736111,0:42:17.000,3.8433,7000.200,4933.400,18138.200,01/09/2021 21:18:24,26903.9,25.234
2538,0.705,4695.3,1.30425,0:42:18.000,3.8433,7000.200,4935.300,18145.600,01/09/2021 21:18:25,26903.9,25.237
2539,0.705277778,4697.15,1.304763889,0:42:19.000,3.8436,7006.400,4937.300,18153.100,01/09/2021 21:18:26,26929.8,25.24
2540,0.705555556,4699,1.305277778,0:42:20.000,3.8436,7000.200,4939.200,18160.600,01/09/2021 21:18:27,26906.0,25.243
2541,0.705833333,4700.85,1.305791667,0:42:21.000,3.8439,7006.400,4941.200,18168.100,01/09/2021 21:18:28,26931.9,25.246
2542,0.706111111,4702.7,1.306305556,0:42:22.000,3.8439,7006.400,4943.100,18175.600,01/09/2021 21:18:29,26931.9,25.247
2543,0.706388889,4704.55,1.306819444,0:42:23.000,3.8442,7006.400,4945.100,18183.000,01/09/2021 21:18:30,26934.0,25.246
2544,0.706666667,4706.4,1.307333333,0:42:24.000,3.8442,7006.400,4947.000,18190.500,01/09/2021 21:18:31,26934.0,25.247
2545,0.706944444,4708.25,1.307847222,0:42:25.000,3.8442,7000.200,4949.000,18198.000,01/09/2021 21:18:32,26910.2,25.249
2546,0.707222222,4710.1,1.308361111,0:42:26.000,3.8445,7000.200,4950.900,18205.500,01/09/2021 21:18:33,26912.3,25.251
2547,0.7075,4711.95,1.308875,0:42:27.000,3.8445,7006.400,4952.900,18213.000,01/09/2021 21:18:34,26936.1,25.251
2548,0.707777778,4713.8,1.309388889,0:42:28.000,3.8448,7000.200,4954.800,18220.400,01/09/2021 21:18:35,26914.4,25.248
2549,0.708055556,4715.65,1.309902778,0:42:29.000,3.8448,7006.400,4956.700,18227.900,01/09/2021 21:18:36,26938.2,25.247
2550,0.708333333,4717.5,1.310416667,0:42:30.000,3.8451,7006.400,4958.700,18235.400,01/09/2021 21:18:37,26940.3,25.243
2551,0.708611111,4719.35,1.310930556,0:42:31.000,3.8451,7000.200,4960.600,18242.900,01/09/2021 21:18:38,26916.5,25.242
2552,0.708888889,4721.2,1.311444444,0:42:32.000,3.8451,7006.400,4962.600,18250.400,01/09/2021 21:18:39,26940.3,25.243
2553,0.709166667,4723.05,1.311958333,0:42:33.000,3.8457,7006.400,4964.500,18257.800,01/09/2021 21:18:40,26944.5,25.245
2554,0.709444444,4724.9,1.312472222,0:42:34.000,3.8457,7006.400,4966.500,18265.300,01/09/2021 21:18:41,26944.5,25.246
2555,0.709722222,4726.75,1.312986111,0:42:35.000,3.8457,7006.400,4968.400,18272.800,01/09/2021 21:18:42,26944.5,25.249
2556,0.71,4728.6,1.3135,0:42:36.000,3.8461,7006.400,4970.400,18280.300,01/09/2021 21:18:43,26947.3,25.25
2557,0.710277778,4730.45,1.314013889,0:42:37.000,3.8464,7006.400,4972.300,18287.800,01/09/2021 21:18:44,26949.4,25.25
2558,0.710555556,4732.3,1.314527778,0:42:38.000,3.8464,7006.400,4974.300,18295.300,01/09/2021 21:18:45,26949.4,25.25
2559,0.710833333,4734.15,1.315041667,0:42:39.000,3.8464,7000.200,4976.200,18302.700,01/09/2021 21:18:46,26925.6,25.25
2560,0.711111111,4736,1.315555556,0:42:40.000,3.8467,7006.400,4978.100,18310.200,01/09/2021 21:18:47,26951.5,25.251
2561,0.711388889,4737.85,1.316069444,0:42:41.000,3.8467,7000.200,4980.100,18317.700,01/09/2021 21:18:48,26927.7,25.252
2562,0.711666667,4739.7,1.316583333,0:42:42.000,3.8470,7000.200,4982.000,18325.200,01/09/2021 21:18:49,26929.8,25.254
2563,0.711944444,4741.55,1.317097222,0:42:43.000,3.8470,7000.200,4984.000,18332.700,01/09/2021 21:18:50,26929.8,25.257
2564,0.712222222,4743.4,1.317611111,0:42:44.000,3.8473,7006.400,4985.900,18340.200,01/09/2021 21:18:51,26955.7,25.257
2565,0.7125,4745.25,1.318125,0:42:45.000,3.8473,7006.400,4987.900,18347.600,01/09/2021 21:18:52,26955.7,25.258
2566,0.712777778,4747.1,1.318638889,0:42:46.000,3.8473,7006.400,4989.800,18355.100,01/09/2021 21:18:53,26955.7,25.256
2567,0.713055556,4748.95,1.319152778,0:42:47.000,3.8476,7000.200,4991.800,18362.600,01/09/2021 21:18:54,26934.0,25.252
2568,0.713333333,4750.8,1.319666667,0:42:48.000,3.8476,7006.400,4993.700,18370.100,01/09/2021 21:18:55,26957.8,25.25
2569,0.713611111,4752.65,1.320180556,0:42:49.000,3.8479,7000.200,4995.700,18377.600,01/09/2021 21:18:56,26936.1,25.252
2570,0.713888889,4754.5,1.320694444,0:42:50.000,3.8479,7006.400,4997.600,18385.100,01/09/2021 21:18:57,26959.9,25.253
2571,0.714166667,4756.35,1.321208333,0:42:51.000,3.8482,7006.400,4999.500,18392.600,01/09/2021 21:18:58,26962.0,25.255
2572,0.714444444,4758.2,1.321722222,0:42:52.000,3.8482,7006.400,5001.500,18400.000,01/09/2021 21:18:59,26962.0,25.256
2573,0.714722222,4760.05,1.322236111,0:42:53.000,3.8482,7000.200,5003.400,18407.500,01/09/2021 21:19:00,26938.2,25.256
2574,0.715,4761.9,1.32275,0:42:54.000,3.8485,7006.400,5005.400,18415.000,01/09/2021 21:19:01,26964.1,25.253
2575,0.715277778,4763.75,1.323263889,0:42:55.000,3.8485,7006.400,5007.300,18422.500,01/09/2021 21:19:02,26964.1,25.251
2576,0.715555556,4765.6,1.323777778,0:42:56.000,3.8488,7006.400,5009.300,18430.000,01/09/2021 21:19:03,26966.2,25.251
2577,0.715833333,4767.45,1.324291667,0:42:57.000,3.8488,7000.200,5011.200,18437.500,01/09/2021 21:19:04,26942.4,25.253
2578,0.716111111,4769.3,1.324805556,0:42:58.000,3.8492,7006.400,5013.200,18445.000,01/09/2021 21:19:05,26969.0,25.255
2579,0.716388889,4771.15,1.325319444,0:42:59.000,3.8492,7006.400,5015.100,18452.500,01/09/2021 21:19:06,26969.0,25.257
2580,0.716666667,4773,1.325833333,0:43:00.000,3.8495,7000.200,5017.100,18460.000,01/09/2021 21:19:07,26947.3,25.259
2581,0.716944444,4774.85,1.326347222,0:43:01.000,3.8495,7006.400,5019.000,18467.400,01/09/2021 21:19:08,26971.1,25.262
2582,0.717222222,4776.7,1.326861111,0:43:02.000,3.8495,7000.200,5020.900,18474.900,01/09/2021 21:19:09,26947.3,25.259
2583,0.7175,4778.55,1.327375,0:43:03.000,3.8498,7006.400,5022.900,18482.400,01/09/2021 21:19:10,26973.2,25.258
2584,0.717777778,4780.4,1.327888889,0:43:04.000,3.8498,7006.400,5024.800,18489.900,01/09/2021 21:19:11,26973.2,25.257
2585,0.718055556,4782.25,1.328402778,0:43:05.000,3.8501,7006.400,5026.800,18497.400,01/09/2021 21:19:12,26975.3,25.255
2586,0.718333333,4784.1,1.328916667,0:43:06.000,3.8501,7006.400,5028.700,18504.900,01/09/2021 21:19:13,26975.3,25.251
2587,0.718611111,4785.95,1.329430556,0:43:07.000,3.8504,7006.400,5030.700,18512.400,01/09/2021 21:19:14,26977.4,25.25
2588,0.718888889,4787.8,1.329944444,0:43:08.000,3.8504,7006.400,5032.600,18519.900,01/09/2021 21:19:15,26977.4,25.249
2589,0.719166667,4789.65,1.330458333,0:43:09.000,3.8504,7006.400,5034.600,18527.400,01/09/2021 21:19:16,26977.4,25.248
2590,0.719444444,4791.5,1.330972222,0:43:10.000,3.8507,7000.200,5036.500,18534.900,01/09/2021 21:19:17,26955.7,25.248
2591,0.719722222,4793.35,1.331486111,0:43:11.000,3.8507,7000.200,5038.500,18542.300,01/09/2021 21:19:18,26955.7,25.249
2592,0.72,4795.2,1.332,0:43:12.000,3.8510,7006.400,5040.400,18549.800,01/09/2021 21:19:19,26981.6,25.247
2593,0.720277778,4797.05,1.332513889,0:43:13.000,3.8510,7006.400,5042.300,18557.300,01/09/2021 21:19:20,26981.6,25.248
2594,0.720555556,4798.9,1.333027778,0:43:14.000,3.8510,7000.200,5044.300,18564.800,01/09/2021 21:19:21,26957.8,25.249
2595,0.720833333,4800.75,1.333541667,0:43:15.000,3.8513,7000.200,5046.200,18572.300,01/09/2021 21:19:22,26959.9,25.248
2596,0.721111111,4802.6,1.334055556,0:43:16.000,3.8513,7000.200,5048.200,18579.800,01/09/2021 21:19:23,26959.9,25.25
2597,0.721388889,4804.45,1.334569444,0:43:17.000,3.8516,7006.400,5050.100,18587.300,01/09/2021 21:19:24,26985.9,25.25
2598,0.721666667,4806.3,1.335083333,0:43:18.000,3.8516,7000.200,5052.100,18594.800,01/09/2021 21:19:25,26962.0,25.252
2599,0.721944444,4808.15,1.335597222,0:43:19.000,3.8519,7006.400,5054.000,18602.300,01/09/2021 21:19:26,26988.0,25.252
2600,0.722222222,4810,1.336111111,0:43:20.000,3.8519,7000.200,5056.000,18609.800,01/09/2021 21:19:27,26964.1,25.253
2601,0.7225,4811.85,1.336625,0:43:21.000,3.8519,7000.200,5057.900,18617.300,01/09/2021 21:19:28,26964.1,25.254
2602,0.722777778,4813.7,1.337138889,0:43:22.000,3.8523,7006.400,5059.900,18624.800,01/09/2021 21:19:29,26990.8,25.255
2603,0.723055556,4815.55,1.337652778,0:43:23.000,3.8523,7006.400,5061.800,18632.300,01/09/2021 21:19:30,26990.8,25.257
2604,0.723333333,4817.4,1.338166667,0:43:24.000,3.8526,7006.400,5063.700,18639.800,01/09/2021 21:19:31,26992.9,25.259
2605,0.723611111,4819.25,1.338680556,0:43:25.000,3.8526,7006.400,5065.700,18647.300,01/09/2021 21:19:32,26992.9,25.26
2606,0.723888889,4821.1,1.339194444,0:43:26.000,3.8529,7000.200,5067.600,18654.700,01/09/2021 21:19:33,26971.1,25.261
2607,0.724166667,4822.95,1.339708333,0:43:27.000,3.8529,7006.400,5069.600,18662.200,01/09/2021 21:19:34,26995.0,25.261
2608,0.724444444,4824.8,1.340222222,0:43:28.000,3.8529,7000.200,5071.500,18669.700,01/09/2021 21:19:35,26971.1,25.259
2609,0.724722222,4826.65,1.340736111,0:43:29.000,3.8535,7000.200,5073.500,18677.200,01/09/2021 21:19:36,26975.3,25.259
2610,0.725,4828.5,1.34125,0:43:30.000,3.8538,7006.400,5075.400,18684.700,01/09/2021 21:19:37,27001.3,25.258
2611,0.725277778,4830.35,1.341763889,0:43:31.000,3.8538,7006.400,5077.400,18692.200,01/09/2021 21:19:38,27001.3,25.255
2612,0.725555556,4832.2,1.342277778,0:43:32.000,3.8538,7000.200,5079.300,18699.700,01/09/2021 21:19:39,26977.4,25.256
2613,0.725833333,4834.05,1.342791667,0:43:33.000,3.8541,7000.200,5081.300,18707.200,01/09/2021 21:19:40,26979.5,25.257
2614,0.726111111,4835.9,1.343305556,0:43:34.000,3.8541,7006.400,5083.200,18714.700,01/09/2021 21:19:41,27003.4,25.258
2615,0.726388889,4837.75,1.343819444,0:43:35.000,3.8544,7006.400,5085.100,18722.200,01/09/2021 21:19:42,27005.5,25.26
2616,0.726666667,4839.6,1.344333333,0:43:36.000,3.8544,7006.400,5087.100,18729.700,01/09/2021 21:19:43,27005.5,25.262
2617,0.726944444,4841.45,1.344847222,0:43:37.000,3.8544,7006.400,5089.000,18737.200,01/09/2021 21:19:44,27005.5,25.261
2618,0.727222222,4843.3,1.345361111,0:43:38.000,3.8547,7000.200,5091.000,18744.700,01/09/2021 21:19:45,26983.7,25.259
2619,0.7275,4845.15,1.345875,0:43:39.000,3.8547,7006.400,5092.900,18752.200,01/09/2021 21:19:46,27007.6,25.258
2620,0.727777778,4847,1.346388889,0:43:40.000,3.8550,7000.200,5094.900,18759.700,01/09/2021 21:19:47,26985.8,25.258
2621,0.728055556,4848.85,1.346902778,0:43:41.000,3.8550,7006.400,5096.800,18767.200,01/09/2021 21:19:48,27009.7,25.26
2622,0.728333333,4850.7,1.347416667,0:43:42.000,3.8554,7006.400,5098.800,18774.700,01/09/2021 21:19:49,27012.5,25.258
2623,0.728611111,4852.55,1.347930556,0:43:43.000,3.8554,7006.400,5100.700,18782.200,01/09/2021 21:19:50,27012.5,25.256
2624,0.728888889,4854.4,1.348444444,0:43:44.000,3.8554,7000.200,5102.700,18789.700,01/09/2021 21:19:51,26988.6,25.256
2625,0.729166667,4856.25,1.348958333,0:43:45.000,3.8557,7006.400,5104.600,18797.200,01/09/2021 21:19:52,27014.6,25.255
2626,0.729444444,4858.1,1.349472222,0:43:46.000,3.8557,7006.400,5106.500,18804.700,01/09/2021 21:19:53,27014.6,25.254
2627,0.729722222,4859.95,1.349986111,0:43:47.000,3.8560,7006.400,5108.500,18812.200,01/09/2021 21:19:54,27016.7,25.254
2628,0.73,4861.8,1.3505,0:43:48.000,3.8560,7006.400,5110.400,18819.700,01/09/2021 21:19:55,27016.7,25.254
2629,0.730277778,4863.65,1.351013889,0:43:49.000,3.8560,7000.200,5112.400,18827.200,01/09/2021 21:19:56,26992.8,25.256
2630,0.730555556,4865.5,1.351527778,0:43:50.000,3.8563,7006.400,5114.300,18834.700,01/09/2021 21:19:57,27018.8,25.258
2631,0.730833333,4867.35,1.352041667,0:43:51.000,3.8563,7000.200,5116.300,18842.200,01/09/2021 21:19:58,26994.9,25.255
2632,0.731111111,4869.2,1.352555556,0:43:52.000,3.8566,7006.400,5118.200,18849.700,01/09/2021 21:19:59,27020.9,25.248
2633,0.731388889,4871.05,1.353069444,0:43:53.000,3.8566,7000.200,5120.200,18857.200,01/09/2021 21:20:00,26997.0,25.245
2634,0.731666667,4872.9,1.353583333,0:43:54.000,3.8569,7000.200,5122.100,18864.700,01/09/2021 21:20:01,26999.1,25.241
2635,0.731944444,4874.75,1.354097222,0:43:55.000,3.8569,7000.200,5124.100,18872.200,01/09/2021 21:20:02,26999.1,25.237
2636,0.732222222,4876.6,1.354611111,0:43:56.000,3.8572,7006.400,5126.000,18879.700,01/09/2021 21:20:03,27025.1,25.235
2637,0.7325,4878.45,1.355125,0:43:57.000,3.8572,7000.200,5127.900,18887.200,01/09/2021 21:20:04,27001.2,25.235
2638,0.732777778,4880.3,1.355638889,0:43:58.000,3.8572,7006.400,5129.900,18894.800,01/09/2021 21:20:05,27025.1,25.236
2639,0.733055556,4882.15,1.356152778,0:43:59.000,3.8575,7000.200,5131.800,18902.300,01/09/2021 21:20:06,27003.3,25.239
2640,0.733333333,4884,1.356666667,0:44:00.000,3.8575,7006.400,5133.800,18909.800,01/09/2021 21:20:07,27027.2,25.241
2641,0.733611111,4885.85,1.357180556,0:44:01.000,3.8578,7000.200,5135.700,18917.300,01/09/2021 21:20:08,27005.4,25.237
2642,0.733888889,4887.7,1.357694444,0:44:02.000,3.8578,7000.200,5137.700,18924.800,01/09/2021 21:20:09,27005.4,25.235
2643,0.734166667,4889.55,1.358208333,0:44:03.000,3.8581,7006.400,5139.600,18932.300,01/09/2021 21:20:10,27031.4,25.235
2644,0.734444444,4891.4,1.358722222,0:44:04.000,3.8581,7006.400,5141.600,18939.800,01/09/2021 21:20:11,27031.4,25.232
2645,0.734722222,4893.25,1.359236111,0:44:05.000,3.8581,7000.200,5143.500,18947.300,01/09/2021 21:20:12,27007.5,25.229
2646,0.735,4895.1,1.35975,0:44:06.000,3.8585,7006.400,5145.500,18954.800,01/09/2021 21:20:13,27034.2,25.224
2647,0.735277778,4896.95,1.360263889,0:44:07.000,3.8585,7006.400,5147.400,18962.300,01/09/2021 21:20:14,27034.2,25.223
2648,0.735555556,4898.8,1.360777778,0:44:08.000,3.8588,7006.400,5149.300,18969.800,01/09/2021 21:20:15,27036.3,25.223
2649,0.735833333,4900.65,1.361291667,0:44:09.000,3.8588,7006.400,5151.300,18977.300,01/09/2021 21:20:16,27036.3,25.223
2650,0.736111111,4902.5,1.361805556,0:44:10.000,3.8588,7000.200,5153.200,18984.800,01/09/2021 21:20:17,27012.4,25.226
2651,0.736388889,4904.35,1.362319444,0:44:11.000,3.8591,7006.400,5155.200,18992.300,01/09/2021 21:20:18,27038.4,25.229
2652,0.736666667,4906.2,1.362833333,0:44:12.000,3.8594,7006.400,5157.100,18999.800,01/09/2021 21:20:19,27040.5,25.23
2653,0.736944444,4908.05,1.363347222,0:44:13.000,3.8594,7000.200,5159.100,19007.400,01/09/2021 21:20:20,27016.6,25.23
2654,0.737222222,4909.9,1.363861111,0:44:14.000,3.8594,7000.200,5161.000,19014.900,01/09/2021 21:20:21,27016.6,25.228
2655,0.7375,4911.75,1.364375,0:44:15.000,3.8597,7006.400,5163.000,19022.400,01/09/2021 21:20:22,27042.6,25.226
2656,0.737777778,4913.6,1.364888889,0:44:16.000,3.8597,7006.400,5164.900,19029.900,01/09/2021 21:20:23,27042.6,25.225
2657,0.738055556,4915.45,1.365402778,0:44:17.000,3.8597,7006.400,5166.900,19037.400,01/09/2021 21:20:24,27042.6,25.222
2658,0.738333333,4917.3,1.365916667,0:44:18.000,3.8600,7006.400,5168.800,19044.900,01/09/2021 21:20:25,27044.7,25.222
2659,0.738611111,4919.15,1.366430556,0:44:19.000,3.8600,7000.200,5170.800,19052.400,01/09/2021 21:20:26,27020.8,25.224
2660,0.738888889,4921,1.366944444,0:44:20.000,3.8603,7000.200,5172.700,19059.900,01/09/2021 21:20:27,27022.9,25.226
2661,0.739166667,4922.85,1.367458333,0:44:21.000,3.8603,7000.200,5174.600,19067.400,01/09/2021 21:20:28,27022.9,25.228
2662,0.739444444,4924.7,1.367972222,0:44:22.000,3.8609,7006.400,5176.600,19074.900,01/09/2021 21:20:29,27051.0,25.229
2663,0.739722222,4926.55,1.368486111,0:44:23.000,3.8609,7000.200,5178.500,19082.500,01/09/2021 21:20:30,27027.1,25.229
2664,0.74,4928.4,1.369,0:44:24.000,3.8609,7000.200,5180.500,19090.000,01/09/2021 21:20:31,27027.1,25.228
2665,0.740277778,4930.25,1.369513889,0:44:25.000,3.8612,7006.400,5182.400,19097.500,01/09/2021 21:20:32,27053.1,25.228
2666,0.740555556,4932.1,1.370027778,0:44:26.000,3.8612,7000.200,5184.400,19105.000,01/09/2021 21:20:33,27029.2,25.227
2667,0.740833333,4933.95,1.370541667,0:44:27.000,3.8616,7006.400,5186.300,19112.500,01/09/2021 21:20:34,27055.9,25.224
2668,0.741111111,4935.8,1.371055556,0:44:28.000,3.8616,7006.400,5188.300,19120.000,01/09/2021 21:20:35,27055.9,25.224
2669,0.741388889,4937.65,1.371569444,0:44:29.000,3.8619,7006.400,5190.200,19127.500,01/09/2021 21:20:36,27058.0,25.224
2670,0.741666667,4939.5,1.372083333,0:44:30.000,3.8619,7006.400,5192.200,19135.000,01/09/2021 21:20:37,27058.0,25.226
2671,0.741944444,4941.35,1.372597222,0:44:31.000,3.8622,7006.400,5194.100,19142.600,01/09/2021 21:20:38,27060.1,25.226
2672,0.742222222,4943.2,1.373111111,0:44:32.000,3.8622,7006.400,5196.000,19150.100,01/09/2021 21:20:39,27060.1,25.223
2673,0.7425,4945.05,1.373625,0:44:33.000,3.8625,7006.400,5198.000,19157.600,01/09/2021 21:20:40,27062.2,25.224
2674,0.742777778,4946.9,1.374138889,0:44:34.000,3.8625,7000.200,5199.900,19165.100,01/09/2021 21:20:41,27038.3,25.225
2675,0.743055556,4948.75,1.374652778,0:44:35.000,3.8625,7006.400,5201.900,19172.600,01/09/2021 21:20:42,27062.2,25.226
2676,0.743333333,4950.6,1.375166667,0:44:36.000,3.8628,7006.400,5203.800,19180.100,01/09/2021 21:20:43,27064.3,25.228
2677,0.743611111,4952.45,1.375680556,0:44:37.000,3.8628,7006.400,5205.800,19187.700,01/09/2021 21:20:44,27064.3,25.232
2678,0.743888889,4954.3,1.376194444,0:44:38.000,3.8631,7000.200,5207.700,19195.200,01/09/2021 21:20:45,27042.5,25.236
2679,0.744166667,4956.15,1.376708333,0:44:39.000,3.8631,7006.400,5209.700,19202.700,01/09/2021 21:20:46,27066.4,25.239
2680,0.744444444,4958,1.377222222,0:44:40.000,3.8634,7006.400,5211.600,19210.200,01/09/2021 21:20:47,27068.5,25.24
2681,0.744722222,4959.85,1.377736111,0:44:41.000,3.8634,7000.200,5213.600,19217.700,01/09/2021 21:20:48,27044.6,25.24
2682,0.745,4961.7,1.37825,0:44:42.000,3.8634,7006.400,5215.500,19225.200,01/09/2021 21:20:49,27068.5,25.235
2683,0.745277778,4963.55,1.378763889,0:44:43.000,3.8637,7006.400,5217.400,19232.700,01/09/2021 21:20:50,27070.6,25.235
2684,0.745555556,4965.4,1.379277778,0:44:44.000,3.8637,7006.400,5219.400,19240.300,01/09/2021 21:20:51,27070.6,25.235
2685,0.745833333,4967.25,1.379791667,0:44:45.000,3.8640,7000.200,5221.300,19247.800,01/09/2021 21:20:52,27048.8,25.238
2686,0.746111111,4969.1,1.380305556,0:44:46.000,3.8640,7006.400,5223.300,19255.300,01/09/2021 21:20:53,27072.7,25.239
2687,0.746388889,4970.95,1.380819444,0:44:47.000,3.8643,7006.400,5225.200,19262.800,01/09/2021 21:20:54,27074.8,25.242
2688,0.746666667,4972.8,1.381333333,0:44:48.000,3.8643,7006.400,5227.200,19270.300,01/09/2021 21:20:55,27074.8,25.245
