col 1,Time,col 2,col 3,col 4,col 5,col 6
3415,09-Jan-21 03:34:19:192,00:01:45:39:775,44.872,0,23.395,0
3416,09-Jan-21 03:34:21:045,00:01:45:41:628,44.869,0,23.398,0
3417,09-Jan-21 03:34:22:900,00:01:45:43:483,44.866,0,23.401,0
3418,09-Jan-21 03:34:24:755,00:01:45:45:338,44.862,0,23.403,0
3419,09-Jan-21 03:34:26:610,00:01:45:47:193,44.859,0,23.406,0
3420,09-Jan-21 03:34:28:466,00:01:45:49:049,44.854,0,23.408,0
3421,09-Jan-21 03:34:30:321,00:01:45:50:904,44.85,0,23.409,0
3422,09-Jan-21 03:34:32:177,00:01:45:52:760,44.847,0,23.412,0
3423,09-Jan-21 03:34:34:034,00:01:45:54:617,44.842,0,23.415,0
3424,09-Jan-21 03:34:35:890,00:01:45:56:473,44.839,0,23.417,0
3425,09-Jan-21 03:34:37:745,00:01:45:58:328,44.835,0,23.418,0
3426,09-Jan-21 03:34:39:602,00:01:46:00:185,44.832,0,23.418,0
3427,09-Jan-21 03:34:41:456,00:01:46:02:039,44.829,0,23.416,0
3428,09-Jan-21 03:34:43:314,00:01:46:03:897,44.825,0,23.413,0
3429,09-Jan-21 03:34:45:171,00:01:46:05:754,44.82,0,23.411,0
3430,09-Jan-21 03:34:47:028,00:01:46:07:611,44.816,0,23.413,0
3431,09-Jan-21 03:34:48:885,00:01:46:09:468,44.813,0,23.417,0
3432,09-Jan-21 03:34:50:743,00:01:46:11:326,44.807,0,23.422,0
3433,09-Jan-21 03:34:52:598,00:01:46:13:181,44.802,0,23.423,0
3434,09-Jan-21 03:34:54:454,00:01:46:15:037,44.799,0,23.423,0
3435,09-Jan-21 03:34:56:311,00:01:46:16:894,44.794,0,23.426,0
3436,09-Jan-21 03:34:58:169,00:01:46:18:752,44.791,0,23.427,0
3437,09-Jan-21 03:35:00:025,00:01:46:20:608,44.788,0,23.423,0
3438,09-Jan-21 03:35:01:882,00:01:46:22:465,44.785,0,23.419,0
3439,09-Jan-21 03:35:03:738,00:01:46:24:321,44.781,0,23.416,0
3440,09-Jan-21 03:35:05:596,00:01:46:26:179,44.778,0,23.414,0
3441,09-Jan-21 03:35:07:451,00:01:46:28:034,44.775,0,23.412,0
3442,09-Jan-21 03:35:09:306,00:01:46:29:889,44.773,0,23.409,0
3443,09-Jan-21 03:35:11:161,00:01:46:31:744,44.768,0,23.407,0
3444,09-Jan-21 03:35:13:016,00:01:46:33:599,44.766,0,23.405,0
3445,09-Jan-21 03:35:14:872,00:01:46:35:455,44.765,0,23.402,0
3446,09-Jan-21 03:35:16:729,00:01:46:37:312,44.76,0,23.4,0
3447,09-Jan-21 03:35:18:585,00:01:46:39:168,44.754,0,23.4,0
3448,09-Jan-21 03:35:20:440,00:01:46:41:023,44.749,0,23.4,0
3449,09-Jan-21 03:35:22:298,00:01:46:42:881,44.747,0,23.401,0
3450,09-Jan-21 03:35:24:153,00:01:46:44:736,44.748,0,23.405,0
3451,09-Jan-21 03:35:26:009,00:01:46:46:592,44.75,0,23.41,0
3452,09-Jan-21 03:35:27:866,00:01:46:48:449,44.751,0,23.412,0
3453,09-Jan-21 03:35:29:722,00:01:46:50:305,44.754,0,23.414,0
3454,09-Jan-21 03:35:31:577,00:01:46:52:160,44.757,0,23.414,0
3455,09-Jan-21 03:35:33:432,00:01:46:54:015,44.759,0,23.414,0
3456,09-Jan-21 03:35:35:288,00:01:46:55:871,44.762,0,23.415,0
3457,09-Jan-21 03:35:37:143,00:01:46:57:726,44.769,0,23.416,0
3458,09-Jan-21 03:35:38:999,00:01:46:59:582,44.775,0,23.418,0
3459,09-Jan-21 03:35:40:855,00:01:47:01:438,44.782,0,23.419,0
3460,09-Jan-21 03:35:42:710,00:01:47:03:293,44.79,0,23.42,0
3461,09-Jan-21 03:35:44:566,00:01:47:05:149,44.799,0,23.42,0
3462,09-Jan-21 03:35:46:422,00:01:47:07:005,44.807,0,23.42,0
3463,09-Jan-21 03:35:48:277,00:01:47:08:860,44.817,0,23.419,0
3464,09-Jan-21 03:35:50:134,00:01:47:10:717,44.828,0,23.418,0
3465,09-Jan-21 03:35:51:990,00:01:47:12:573,44.839,0,23.417,0
3466,09-Jan-21 03:35:53:846,00:01:47:14:429,44.849,0,23.418,0
3467,09-Jan-21 03:35:55:702,00:01:47:16:285,44.86,0,23.417,0
3468,09-Jan-21 03:35:57:558,00:01:47:18:141,44.871,0,23.416,0
3469,09-Jan-21 03:35:59:418,00:01:47:20:001,44.884,0,23.416,0
3470,09-Jan-21 03:36:01:274,00:01:47:21:857,44.896,0,23.415,0
3471,09-Jan-21 03:36:03:130,00:01:47:23:713,44.909,0,23.413,0
3472,09-Jan-21 03:36:04:986,00:01:47:25:569,44.921,0,23.41,0
3473,09-Jan-21 03:36:06:841,00:01:47:27:424,44.935,0,23.407,0
3474,09-Jan-21 03:36:08:697,00:01:47:29:280,44.95,0,23.403,0
3475,09-Jan-21 03:36:10:554,00:01:47:31:137,44.967,0,23.406,0
3476,09-Jan-21 03:36:12:409,00:01:47:32:992,44.982,0,23.408,0
3477,09-Jan-21 03:36:14:266,00:01:47:34:849,45.002,0,23.406,0
3478,09-Jan-21 03:36:16:121,00:01:47:36:704,45.017,0,23.405,0
3479,09-Jan-21 03:36:17:978,00:01:47:38:561,45.032,0,23.406,0
3480,09-Jan-21 03:36:19:833,00:01:47:40:416,45.047,0,23.406,0
3481,09-Jan-21 03:36:21:691,00:01:47:42:274,45.059,0,23.406,0
3482,09-Jan-21 03:36:23:548,00:01:47:44:131,45.079,0,23.406,0
3483,09-Jan-21 03:36:25:404,00:01:47:45:987,45.097,0,23.405,0
3484,09-Jan-21 03:36:27:259,00:01:47:47:842,45.115,0,23.404,0
3485,09-Jan-21 03:36:29:115,00:01:47:49:698,45.131,0,23.404,0
3486,09-Jan-21 03:36:30:970,00:01:47:51:553,45.147,0,23.404,0
3487,09-Jan-21 03:36:32:826,00:01:47:53:409,45.16,0,23.407,0
3488,09-Jan-21 03:36:34:681,00:01:47:55:264,45.155,0,23.409,0
3489,09-Jan-21 03:36:36:537,00:01:47:57:120,45.147,0,23.408,0
3490,09-Jan-21 03:36:38:393,00:01:47:58:976,45.141,0,23.407,0
3491,09-Jan-21 03:36:40:248,00:01:48:00:831,45.134,0,23.405,0
3492,09-Jan-21 03:36:42:105,00:01:48:02:688,45.126,0,23.406,0
3493,09-Jan-21 03:36:43:961,00:01:48:04:544,45.119,0,23.41,0
3494,09-Jan-21 03:36:45:818,00:01:48:06:401,45.113,0,23.412,0
3495,09-Jan-21 03:36:47:673,00:01:48:08:256,45.106,0,23.415,0
3496,09-Jan-21 03:36:49:532,00:01:48:10:115,45.1,0,23.417,0
3497,09-Jan-21 03:36:51:388,00:01:48:11:971,45.094,0,23.417,0
3498,09-Jan-21 03:36:53:243,00:01:48:13:826,45.088,0,23.418,0
3499,09-Jan-21 03:36:55:100,00:01:48:15:683,45.083,0,23.418,0
3500,09-Jan-21 03:36:56:956,00:01:48:17:539,45.078,0,23.418,0
3501,09-Jan-21 03:36:58:810,00:01:48:19:393,45.073,0,23.42,0
3502,09-Jan-21 03:37:00:666,00:01:48:21:249,45.068,0,23.423,0
3503,09-Jan-21 03:37:02:524,00:01:48:23:107,45.063,0,23.425,0
3504,09-Jan-21 03:37:04:380,00:01:48:24:963,45.06,0,23.428,0
3505,09-Jan-21 03:37:06:236,00:01:48:26:819,45.056,0,23.43,0
3506,09-Jan-21 03:37:08:092,00:01:48:28:675,45.052,0,23.43,0
3507,09-Jan-21 03:37:09:949,00:01:48:30:532,45.046,0,23.431,0
3508,09-Jan-21 03:37:11:804,00:01:48:32:387,45.041,0,23.431,0
3509,09-Jan-21 03:37:13:660,00:01:48:34:243,45.036,0,23.432,0
3510,09-Jan-21 03:37:15:515,00:01:48:36:098,45.032,0,23.431,0
3511,09-Jan-21 03:37:17:371,00:01:48:37:954,45.026,0,23.429,0
3512,09-Jan-21 03:37:19:227,00:01:48:39:810,45.021,0,23.43,0
3513,09-Jan-21 03:37:21:082,00:01:48:41:665,45.017,0,23.432,0
3514,09-Jan-21 03:37:22:937,00:01:48:43:520,45.013,0,23.435,0
3515,09-Jan-21 03:37:24:794,00:01:48:45:377,45.009,0,23.434,0
3516,09-Jan-21 03:37:26:650,00:01:48:47:233,45.005,0,23.434,0
3517,09-Jan-21 03:37:28:505,00:01:48:49:088,44.998,0,23.432,0
3518,09-Jan-21 03:37:30:363,00:01:48:50:946,44.992,0,23.432,0
3519,09-Jan-21 03:37:32:220,00:01:48:52:803,44.987,0,23.434,0
3520,09-Jan-21 03:37:34:077,00:01:48:54:660,44.983,0,23.436,0
3521,09-Jan-21 03:37:35:933,00:01:48:56:516,44.977,0,23.436,0
3522,09-Jan-21 03:37:37:789,00:01:48:58:372,44.973,0,23.435,0
3523,09-Jan-21 03:37:39:644,00:01:49:00:227,44.969,0,23.435,0
3524,09-Jan-21 03:37:41:501,00:01:49:02:084,44.966,0,23.434,0
3525,09-Jan-21 03:37:43:355,00:01:49:03:938,44.963,0,23.436,0
3526,09-Jan-21 03:37:45:212,00:01:49:05:795,44.959,0,23.437,0
3527,09-Jan-21 03:37:47:069,00:01:49:07:652,44.955,0,23.438,0
3528,09-Jan-21 03:37:48:924,00:01:49:09:507,44.952,0,23.438,0
3529,09-Jan-21 03:37:50:779,00:01:49:11:362,44.948,0,23.436,0
3530,09-Jan-21 03:37:52:636,00:01:49:13:219,44.944,0,23.436,0
3531,09-Jan-21 03:37:54:492,00:01:49:15:075,44.94,0,23.436,0
3532,09-Jan-21 03:37:56:348,00:01:49:16:931,44.935,0,23.432,0
3533,09-Jan-21 03:37:58:205,00:01:49:18:788,44.93,0,23.431,0
3534,09-Jan-21 03:38:00:061,00:01:49:20:644,44.926,0,23.431,0
3535,09-Jan-21 03:38:01:919,00:01:49:22:502,44.921,0,23.431,0
3536,09-Jan-21 03:38:03:776,00:01:49:24:359,44.918,0,23.43,0
3537,09-Jan-21 03:38:05:633,00:01:49:26:216,44.914,0,23.431,0
3538,09-Jan-21 03:38:07:489,00:01:49:28:072,44.909,0,23.434,0
3539,09-Jan-21 03:38:09:345,00:01:49:29:928,44.905,0,23.437,0
3540,09-Jan-21 03:38:11:203,00:01:49:31:786,44.901,0,23.437,0
3541,09-Jan-21 03:38:13:059,00:01:49:33:642,44.897,0,23.437,0
3542,09-Jan-21 03:38:14:917,00:01:49:35:500,44.894,0,23.437,0
3543,09-Jan-21 03:38:16:774,00:01:49:37:357,44.889,0,23.435,0
3544,09-Jan-21 03:38:18:629,00:01:49:39:212,44.885,0,23.434,0
3545,09-Jan-21 03:38:20:486,00:01:49:41:069,44.881,0,23.432,0
3546,09-Jan-21 03:38:22:342,00:01:49:42:925,44.877,0,23.433,0
3547,09-Jan-21 03:38:24:199,00:01:49:44:782,44.872,0,23.435,0
3548,09-Jan-21 03:38:26:056,00:01:49:46:639,44.869,0,23.435,0
3549,09-Jan-21 03:38:27:911,00:01:49:48:494,44.866,0,23.434,0
3550,09-Jan-21 03:38:29:767,00:01:49:50:350,44.862,0,23.436,0
3551,09-Jan-21 03:38:31:625,00:01:49:52:208,44.857,0,23.436,0
3552,09-Jan-21 03:38:33:481,00:01:49:54:064,44.854,0,23.436,0
3553,09-Jan-21 03:38:35:337,00:01:49:55:920,44.849,0,23.434,0
3554,09-Jan-21 03:38:37:194,00:01:49:57:777,44.844,0,23.436,0
3555,09-Jan-21 03:38:39:051,00:01:49:59:634,44.84,0,23.44,0
3556,09-Jan-21 03:38:40:908,00:01:50:01:491,44.834,0,23.441,0
3557,09-Jan-21 03:38:42:765,00:01:50:03:348,44.831,0,23.443,0
3558,09-Jan-21 03:38:44:623,00:01:50:05:206,44.828,0,23.437,0
3559,09-Jan-21 03:38:46:480,00:01:50:07:063,44.825,0,23.431,0
3560,09-Jan-21 03:38:48:337,00:01:50:08:920,44.822,0,23.43,0
3561,09-Jan-21 03:38:50:193,00:01:50:10:776,44.819,0,23.432,0
3562,09-Jan-21 03:38:52:049,00:01:50:12:632,44.813,0,23.434,0
3563,09-Jan-21 03:38:53:906,00:01:50:14:489,44.809,0,23.432,0
3564,09-Jan-21 03:38:55:762,00:01:50:16:345,44.805,0,23.43,0
3565,09-Jan-21 03:38:57:617,00:01:50:18:200,44.802,0,23.429,0
3566,09-Jan-21 03:38:59:473,00:01:50:20:056,44.8,0,23.428,0
3567,09-Jan-21 03:39:01:330,00:01:50:21:913,44.797,0,23.422,0
3568,09-Jan-21 03:39:03:186,00:01:50:23:769,44.794,0,23.42,0
3569,09-Jan-21 03:39:05:042,00:01:50:25:625,44.791,0,23.416,0
3570,09-Jan-21 03:39:06:899,00:01:50:27:482,44.789,0,23.415,0
3571,09-Jan-21 03:39:08:756,00:01:50:29:339,44.783,0,23.413,0
3572,09-Jan-21 03:39:10:612,00:01:50:31:195,44.779,0,23.412,0
3573,09-Jan-21 03:39:12:469,00:01:50:33:052,44.775,0,23.411,0
3574,09-Jan-21 03:39:14:325,00:01:50:34:908,44.772,0,23.411,0
3575,09-Jan-21 03:39:16:182,00:01:50:36:765,44.77,0,23.409,0
3576,09-Jan-21 03:39:18:037,00:01:50:38:620,44.767,0,23.408,0
3577,09-Jan-21 03:39:19:893,00:01:50:40:476,44.762,0,23.406,0
3578,09-Jan-21 03:39:21:750,00:01:50:42:333,44.756,0,23.407,0
3579,09-Jan-21 03:39:23:606,00:01:50:44:189,44.753,0,23.406,0
3580,09-Jan-21 03:39:25:460,00:01:50:46:043,44.751,0,23.406,0
3581,09-Jan-21 03:39:27:317,00:01:50:47:900,44.752,0,23.405,0
3582,09-Jan-21 03:39:29:174,00:01:50:49:757,44.753,0,23.405,0
3583,09-Jan-21 03:39:31:029,00:01:50:51:612,44.754,0,23.406,0
3584,09-Jan-21 03:39:32:885,00:01:50:53:468,44.756,0,23.404,0
3585,09-Jan-21 03:39:34:741,00:01:50:55:324,44.758,0,23.4,0
3586,09-Jan-21 03:39:36:597,00:01:50:57:180,44.76,0,23.4,0
3587,09-Jan-21 03:39:38:455,00:01:50:59:038,44.763,0,23.4,0
3588,09-Jan-21 03:39:40:311,00:01:51:00:894,44.768,0,23.4,0
3589,09-Jan-21 03:39:42:168,00:01:51:02:751,44.773,0,23.398,0
3590,09-Jan-21 03:39:44:024,00:01:51:04:607,44.777,0,23.398,0
3591,09-Jan-21 03:39:45:879,00:01:51:06:462,44.783,0,23.4,0
3592,09-Jan-21 03:39:47:736,00:01:51:08:319,44.79,0,23.4,0
3593,09-Jan-21 03:39:49:593,00:01:51:10:176,44.798,0,23.401,0
3594,09-Jan-21 03:39:51:450,00:01:51:12:033,44.806,0,23.404,0
3595,09-Jan-21 03:39:53:305,00:01:51:13:888,44.814,0,23.406,0
3596,09-Jan-21 03:39:55:160,00:01:51:15:743,44.821,0,23.406,0
3597,09-Jan-21 03:39:57:016,00:01:51:17:599,44.831,0,23.409,0
3598,09-Jan-21 03:39:58:874,00:01:51:19:457,44.842,0,23.413,0
3599,09-Jan-21 03:40:00:730,00:01:51:21:313,44.851,0,23.415,0
3600,09-Jan-21 03:40:02:588,00:01:51:23:171,44.864,0,23.418,0
3601,09-Jan-21 03:40:04:444,00:01:51:25:027,44.877,0,23.422,0
3602,09-Jan-21 03:40:06:301,00:01:51:26:884,44.886,0,23.425,0
3603,09-Jan-21 03:40:08:160,00:01:51:28:743,44.9,0,23.427,0
3604,09-Jan-21 03:40:10:017,00:01:51:30:600,44.915,0,23.427,0
3605,09-Jan-21 03:40:11:874,00:01:51:32:457,44.927,0,23.425,0
3606,09-Jan-21 03:40:13:731,00:01:51:34:314,44.938,0,23.423,0
3607,09-Jan-21 03:40:15:586,00:01:51:36:169,44.955,0,23.42,0
3608,09-Jan-21 03:40:17:442,00:01:51:38:025,44.968,0,23.42,0
3609,09-Jan-21 03:40:19:297,00:01:51:39:880,44.99,0,23.422,0
3610,09-Jan-21 03:40:21:155,00:01:51:41:738,45.003,0,23.423,0
3611,09-Jan-21 03:40:23:012,00:01:51:43:595,45.02,0,23.423,0
3612,09-Jan-21 03:40:24:869,00:01:51:45:452,45.03,0,23.422,0
3613,09-Jan-21 03:40:26:725,00:01:51:47:308,45.043,0,23.421,0
3614,09-Jan-21 03:40:28:581,00:01:51:49:164,45.057,0,23.422,0
3615,09-Jan-21 03:40:30:437,00:01:51:51:020,45.075,0,23.422,0
3616,09-Jan-21 03:40:32:293,00:01:51:52:876,45.093,0,23.416,0
3617,09-Jan-21 03:40:34:149,00:01:51:54:732,45.113,0,23.413,0
3618,09-Jan-21 03:40:36:009,00:01:51:56:592,45.129,0,23.414,0
3619,09-Jan-21 03:40:37:864,00:01:51:58:447,45.144,0,23.415,0
3620,09-Jan-21 03:40:39:719,00:01:52:00:302,45.16,0,23.416,0
3621,09-Jan-21 03:40:41:577,00:01:52:02:160,45.175,0,23.416,0
3622,09-Jan-21 03:40:43:435,00:01:52:04:018,45.177,0,23.415,0
3623,09-Jan-21 03:40:45:292,00:01:52:05:875,45.169,0,23.415,0
3624,09-Jan-21 03:40:47:150,00:01:52:07:733,45.163,0,23.416,0
3625,09-Jan-21 03:40:49:005,00:01:52:09:588,45.155,0,23.415,0
3626,09-Jan-21 03:40:50:860,00:01:52:11:443,45.146,0,23.414,0
3627,09-Jan-21 03:40:52:717,00:01:52:13:300,45.139,0,23.415,0
3628,09-Jan-21 03:40:54:573,00:01:52:15:156,45.133,0,23.415,0
3629,09-Jan-21 03:40:56:430,00:01:52:17:013,45.127,0,23.416,0
3630,09-Jan-21 03:40:58:286,00:01:52:18:869,45.121,0,23.417,0
3631,09-Jan-21 03:41:00:141,00:01:52:20:724,45.114,0,23.419,0
3632,09-Jan-21 03:41:01:997,00:01:52:22:580,45.108,0,23.42,0
3633,09-Jan-21 03:41:03:853,00:01:52:24:436,45.103,0,23.419,0
3634,09-Jan-21 03:41:05:708,00:01:52:26:291,45.096,0,23.421,0
3635,09-Jan-21 03:41:07:563,00:01:52:28:146,45.091,0,23.424,0
3636,09-Jan-21 03:41:09:419,00:01:52:30:002,45.085,0,23.425,0
3637,09-Jan-21 03:41:11:277,00:01:52:31:860,45.08,0,23.426,0
3638,09-Jan-21 03:41:13:134,00:01:52:33:717,45.075,0,23.426,0
3639,09-Jan-21 03:41:14:989,00:01:52:35:572,45.068,0,23.425,0
3640,09-Jan-21 03:41:16:844,00:01:52:37:427,45.063,0,23.426,0
3641,09-Jan-21 03:41:18:700,00:01:52:39:283,45.057,0,23.429,0
3642,09-Jan-21 03:41:20:557,00:01:52:41:140,45.052,0,23.428,0
3643,09-Jan-21 03:41:22:413,00:01:52:42:996,45.047,0,23.424,0
3644,09-Jan-21 03:41:24:271,00:01:52:44:854,45.042,0,23.424,0
3645,09-Jan-21 03:41:26:127,00:01:52:46:710,45.036,0,23.426,0
3646,09-Jan-21 03:41:27:985,00:01:52:48:568,45.031,0,23.428,0
3647,09-Jan-21 03:41:29:840,00:01:52:50:423,45.027,0,23.431,0
3648,09-Jan-21 03:41:31:698,00:01:52:52:281,45.022,0,23.433,0
3649,09-Jan-21 03:41:33:554,00:01:52:54:137,45.015,0,23.436,0
3650,09-Jan-21 03:41:35:410,00:01:52:55:993,45.011,0,23.437,0
3651,09-Jan-21 03:41:37:265,00:01:52:57:848,45.006,0,23.435,0
3652,09-Jan-21 03:41:39:120,00:01:52:59:703,45.001,0,23.432,0
3653,09-Jan-21 03:41:40:975,00:01:53:01:558,44.996,0,23.433,0
3654,09-Jan-21 03:41:42:834,00:01:53:03:417,44.991,0,23.435,0
3655,09-Jan-21 03:41:44:690,00:01:53:05:273,44.987,0,23.435,0
3656,09-Jan-21 03:41:46:547,00:01:53:07:130,44.981,0,23.434,0
3657,09-Jan-21 03:41:48:402,00:01:53:08:985,44.978,0,23.435,0
3658,09-Jan-21 03:41:50:259,00:01:53:10:842,44.974,0,23.436,0
3659,09-Jan-21 03:41:52:116,00:01:53:12:699,44.967,0,23.436,0
3660,09-Jan-21 03:41:53:973,00:01:53:14:556,44.963,0,23.432,0
3661,09-Jan-21 03:41:55:829,00:01:53:16:412,44.958,0,23.432,0
3662,09-Jan-21 03:41:57:685,00:01:53:18:268,44.953,0,23.435,0
3663,09-Jan-21 03:41:59:542,00:01:53:20:125,44.948,0,23.436,0
3664,09-Jan-21 03:42:01:397,00:01:53:21:980,44.943,0,23.437,0
3665,09-Jan-21 03:42:03:253,00:01:53:23:836,44.94,0,23.44,0
3666,09-Jan-21 03:42:05:108,00:01:53:25:691,44.935,0,23.44,0
3667,09-Jan-21 03:42:06:964,00:01:53:27:547,44.929,0,23.441,0
3668,09-Jan-21 03:42:08:821,00:01:53:29:404,44.925,0,23.442,0
3669,09-Jan-21 03:42:10:677,00:01:53:31:260,44.922,0,23.442,0
3670,09-Jan-21 03:42:12:534,00:01:53:33:117,44.918,0,23.444,0
3671,09-Jan-21 03:42:14:391,00:01:53:34:974,44.914,0,23.446,0
3672,09-Jan-21 03:42:16:247,00:01:53:36:830,44.911,0,23.445,0
3673,09-Jan-21 03:42:18:104,00:01:53:38:687,44.907,0,23.443,0
3674,09-Jan-21 03:42:19:964,00:01:53:40:547,44.902,0,23.44,0
3675,09-Jan-21 03:42:21:821,00:01:53:42:404,44.899,0,23.436,0
3676,09-Jan-21 03:42:23:679,00:01:53:44:262,44.894,0,23.434,0
3677,09-Jan-21 03:42:25:536,00:01:53:46:119,44.891,0,23.433,0
3678,09-Jan-21 03:42:27:392,00:01:53:47:975,44.886,0,23.432,0
3679,09-Jan-21 03:42:29:247,00:01:53:49:830,44.881,0,23.433,0
3680,09-Jan-21 03:42:31:102,00:01:53:51:685,44.878,0,23.434,0
3681,09-Jan-21 03:42:32:958,00:01:53:53:541,44.874,0,23.433,0
3682,09-Jan-21 03:42:34:815,00:01:53:55:398,44.87,0,23.431,0
3683,09-Jan-21 03:42:36:671,00:01:53:57:254,44.865,0,23.432,0
3684,09-Jan-21 03:42:38:528,00:01:53:59:111,44.862,0,23.435,0
3685,09-Jan-21 03:42:40:384,00:01:54:00:967,44.86,0,23.434,0
3686,09-Jan-21 03:42:42:240,00:01:54:02:823,44.856,0,23.435,0
3687,09-Jan-21 03:42:44:097,00:01:54:04:680,44.852,0,23.436,0
3688,09-Jan-21 03:42:45:952,00:01:54:06:535,44.849,0,23.437,0
3689,09-Jan-21 03:42:47:811,00:01:54:08:394,44.846,0,23.439,0
3690,09-Jan-21 03:42:49:667,00:01:54:10:250,44.844,0,23.44,0
3691,09-Jan-21 03:42:51:522,00:01:54:12:105,44.841,0,23.44,0
3692,09-Jan-21 03:42:53:378,00:01:54:13:961,44.838,0,23.441,0
3693,09-Jan-21 03:42:55:234,00:01:54:15:817,44.833,0,23.441,0
3694,09-Jan-21 03:42:57:091,00:01:54:17:674,44.829,0,23.443,0
3695,09-Jan-21 03:42:58:947,00:01:54:19:530,44.825,0,23.444,0
3696,09-Jan-21 03:43:00:802,00:01:54:21:385,44.822,0,23.443,0
3697,09-Jan-21 03:43:02:658,00:01:54:23:241,44.818,0,23.444,0
3698,09-Jan-21 03:43:04:516,00:01:54:25:099,44.815,0,23.444,0
3699,09-Jan-21 03:43:06:371,00:01:54:26:954,44.809,0,23.444,0
3700,09-Jan-21 03:43:08:228,00:01:54:28:811,44.803,0,23.445,0
3701,09-Jan-21 03:43:10:084,00:01:54:30:667,44.799,0,23.446,0
3702,09-Jan-21 03:43:11:939,00:01:54:32:522,44.794,0,23.448,0
3703,09-Jan-21 03:43:13:794,00:01:54:34:377,44.789,0,23.45,0
3704,09-Jan-21 03:43:15:650,00:01:54:36:233,44.786,0,23.452,0
3705,09-Jan-21 03:43:17:505,00:01:54:38:088,44.782,0,23.455,0
3706,09-Jan-21 03:43:19:361,00:01:54:39:944,44.777,0,23.457,0
3707,09-Jan-21 03:43:21:219,00:01:54:41:802,44.774,0,23.458,0
3708,09-Jan-21 03:43:23:075,00:01:54:43:658,44.77,0,23.458,0
3709,09-Jan-21 03:43:24:931,00:01:54:45:514,44.77,0,23.458,0
3710,09-Jan-21 03:43:26:786,00:01:54:47:369,44.769,0,23.458,0
3711,09-Jan-21 03:43:28:644,00:01:54:49:227,44.769,0,23.458,0
3712,09-Jan-21 03:43:30:499,00:01:54:51:082,44.772,0,23.459,0
3713,09-Jan-21 03:43:32:357,00:01:54:52:940,44.775,0,23.458,0
3714,09-Jan-21 03:43:34:212,00:01:54:54:795,44.78,0,23.459,0
3715,09-Jan-21 03:43:36:068,00:01:54:56:651,44.784,0,23.457,0
3716,09-Jan-21 03:43:37:923,00:01:54:58:506,44.788,0,23.458,0
3717,09-Jan-21 03:43:39:778,00:01:55:00:361,44.792,0,23.461,0
3718,09-Jan-21 03:43:41:634,00:01:55:02:217,44.798,0,23.464,0
3719,09-Jan-21 03:43:43:489,00:01:55:04:072,44.806,0,23.466,0
3720,09-Jan-21 03:43:45:345,00:01:55:05:928,44.815,0,23.466,0
3721,09-Jan-21 03:43:47:202,00:01:55:07:785,44.825,0,23.466,0
3722,09-Jan-21 03:43:49:060,00:01:55:09:643,44.833,0,23.465,0
3723,09-Jan-21 03:43:50:917,00:01:55:11:500,44.844,0,23.46,0
3724,09-Jan-21 03:43:52:775,00:01:55:13:358,44.854,0,23.456,0
3725,09-Jan-21 03:43:54:632,00:01:55:15:215,44.865,0,23.454,0
3726,09-Jan-21 03:43:56:490,00:01:55:17:073,44.874,0,23.451,0
3727,09-Jan-21 03:43:58:346,00:01:55:18:929,44.888,0,23.451,0
3728,09-Jan-21 03:44:00:201,00:01:55:20:784,44.9,0,23.449,0
3729,09-Jan-21 03:44:02:056,00:01:55:22:639,44.912,0,23.448,0
3730,09-Jan-21 03:44:03:911,00:01:55:24:494,44.923,0,23.447,0
3731,09-Jan-21 03:44:05:767,00:01:55:26:350,44.934,0,23.447,0
3732,09-Jan-21 03:44:07:623,00:01:55:28:206,44.945,0,23.446,0
3733,09-Jan-21 03:44:09:478,00:01:55:30:061,44.959,0,23.448,0
3734,09-Jan-21 03:44:11:335,00:01:55:31:918,44.973,0,23.448,0
3735,09-Jan-21 03:44:13:191,00:01:55:33:774,44.988,0,23.45,0
3736,09-Jan-21 03:44:15:047,00:01:55:35:630,45.004,0,23.451,0
3737,09-Jan-21 03:44:16:904,00:01:55:37:487,45.02,0,23.45,0
3738,09-Jan-21 03:44:18:759,00:01:55:39:342,45.036,0,23.45,0
3739,09-Jan-21 03:44:20:615,00:01:55:41:198,45.058,0,23.452,0
3740,09-Jan-21 03:44:22:471,00:01:55:43:054,45.075,0,23.451,0
3741,09-Jan-21 03:44:24:326,00:01:55:44:909,45.093,0,23.448,0
3742,09-Jan-21 03:44:26:181,00:01:55:46:764,45.112,0,23.446,0
3743,09-Jan-21 03:44:28:036,00:01:55:48:619,45.127,0,23.446,0
3744,09-Jan-21 03:44:29:892,00:01:55:50:475,45.142,0,23.443,0
3745,09-Jan-21 03:44:31:748,00:01:55:52:331,45.166,0,23.44,0
3746,09-Jan-21 03:44:33:604,00:01:55:54:187,45.172,0,23.439,0
3747,09-Jan-21 03:44:35:461,00:01:55:56:044,45.169,0,23.439,0
3748,09-Jan-21 03:44:37:319,00:01:55:57:902,45.159,0,23.437,0
3749,09-Jan-21 03:44:39:174,00:01:55:59:757,45.15,0,23.435,0
3750,09-Jan-21 03:44:41:029,00:01:56:01:612,45.14,0,23.431,0
3751,09-Jan-21 03:44:42:885,00:01:56:03:468,45.132,0,23.429,0
3752,09-Jan-21 03:44:44:741,00:01:56:05:324,45.124,0,23.43,0
3753,09-Jan-21 03:44:46:598,00:01:56:07:181,45.116,0,23.428,0
3754,09-Jan-21 03:44:48:454,00:01:56:09:037,45.107,0,23.426,0
