col 1,Time,col 2,col 3,col 4,col 5,col 6
39989,09-Jan-21 22:25:51:819,00:20:37:12:402,45.214,0,25.294,0
39990,09-Jan-21 22:25:53:675,00:20:37:14:258,45.21,0,25.295,0
39991,09-Jan-21 22:25:55:532,00:20:37:16:115,45.207,0,25.294,0
39992,09-Jan-21 22:25:57:387,00:20:37:17:970,45.205,0,25.294,0
39993,09-Jan-21 22:25:59:244,00:20:37:19:827,45.203,0,25.296,0
39994,09-Jan-21 22:26:01:099,00:20:37:21:682,45.199,0,25.296,0
39995,09-Jan-21 22:26:02:954,00:20:37:23:537,45.198,0,25.296,0
39996,09-Jan-21 22:26:04:811,00:20:37:25:394,45.196,0,25.298,0
39997,09-Jan-21 22:26:06:667,00:20:37:27:250,45.195,0,25.3,0
39998,09-Jan-21 22:26:08:522,00:20:37:29:105,45.191,0,25.302,0
39999,09-Jan-21 22:26:10:378,00:20:37:30:961,45.188,0,25.304,0
40000,09-Jan-21 22:26:12:233,00:20:37:32:816,45.187,0,25.306,0
40001,09-Jan-21 22:26:14:088,00:20:37:34:671,45.183,0,25.309,0
40002,09-Jan-21 22:26:15:944,00:20:37:36:527,45.181,0,25.311,0
40003,09-Jan-21 22:26:17:800,00:20:37:38:383,45.179,0,25.312,0
40004,09-Jan-21 22:26:19:657,00:20:37:40:240,45.175,0,25.311,0
40005,09-Jan-21 22:26:21:512,00:20:37:42:095,45.172,0,25.309,0
40006,09-Jan-21 22:26:23:369,00:20:37:43:952,45.169,0,25.305,0
40007,09-Jan-21 22:26:25:227,00:20:37:45:810,45.167,0,25.303,0
40008,09-Jan-21 22:26:27:083,00:20:37:47:666,45.164,0,25.304,0
40009,09-Jan-21 22:26:28:938,00:20:37:49:521,45.162,0,25.306,0
40010,09-Jan-21 22:26:30:794,00:20:37:51:377,45.16,0,25.308,0
40011,09-Jan-21 22:26:32:649,00:20:37:53:232,45.16,0,25.311,0
40012,09-Jan-21 22:26:34:504,00:20:37:55:087,45.158,0,25.312,0
40013,09-Jan-21 22:26:36:360,00:20:37:56:943,45.151,0,25.314,0
40014,09-Jan-21 22:26:38:216,00:20:37:58:799,45.146,0,25.31,0
40015,09-Jan-21 22:26:40:073,00:20:38:00:656,45.143,0,25.31,0
40016,09-Jan-21 22:26:41:930,00:20:38:02:513,45.141,0,25.308,0
40017,09-Jan-21 22:26:43:786,00:20:38:04:369,45.14,0,25.307,0
40018,09-Jan-21 22:26:45:643,00:20:38:06:226,45.14,0,25.308,0
40019,09-Jan-21 22:26:47:500,00:20:38:08:083,45.14,0,25.307,0
40020,09-Jan-21 22:26:49:356,00:20:38:09:939,45.142,0,25.306,0
40021,09-Jan-21 22:26:51:212,00:20:38:11:795,45.143,0,25.304,0
40022,09-Jan-21 22:26:53:068,00:20:38:13:651,45.146,0,25.303,0
40023,09-Jan-21 22:26:54:925,00:20:38:15:508,45.148,0,25.301,0
40024,09-Jan-21 22:26:56:780,00:20:38:17:363,45.152,0,25.301,0
40025,09-Jan-21 22:26:58:638,00:20:38:19:221,45.156,0,25.299,0
40026,09-Jan-21 22:27:00:494,00:20:38:21:077,45.161,0,25.299,0
40027,09-Jan-21 22:27:02:350,00:20:38:22:933,45.165,0,25.301,0
40028,09-Jan-21 22:27:04:206,00:20:38:24:789,45.171,0,25.302,0
40029,09-Jan-21 22:27:06:063,00:20:38:26:646,45.179,0,25.305,0
40030,09-Jan-21 22:27:07:919,00:20:38:28:502,45.185,0,25.303,0
40031,09-Jan-21 22:27:09:774,00:20:38:30:357,45.193,0,25.3,0
40032,09-Jan-21 22:27:11:630,00:20:38:32:213,45.201,0,25.297,0
40033,09-Jan-21 22:27:13:485,00:20:38:34:068,45.21,0,25.295,0
40034,09-Jan-21 22:27:15:341,00:20:38:35:924,45.219,0,25.295,0
40035,09-Jan-21 22:27:17:197,00:20:38:37:780,45.227,0,25.296,0
40036,09-Jan-21 22:27:19:054,00:20:38:39:637,45.237,0,25.298,0
40037,09-Jan-21 22:27:20:909,00:20:38:41:492,45.247,0,25.299,0
40038,09-Jan-21 22:27:22:766,00:20:38:43:349,45.257,0,25.299,0
40039,09-Jan-21 22:27:24:620,00:20:38:45:203,45.271,0,25.297,0
40040,09-Jan-21 22:27:26:477,00:20:38:47:060,45.284,0,25.294,0
40041,09-Jan-21 22:27:28:333,00:20:38:48:916,45.293,0,25.289,0
40042,09-Jan-21 22:27:30:188,00:20:38:50:771,45.304,0,25.287,0
40043,09-Jan-21 22:27:32:045,00:20:38:52:628,45.316,0,25.285,0
40044,09-Jan-21 22:27:33:902,00:20:38:54:485,45.328,0,25.282,0
40045,09-Jan-21 22:27:35:759,00:20:38:56:342,45.344,0,25.28,0
40046,09-Jan-21 22:27:37:616,00:20:38:58:199,45.357,0,25.278,0
40047,09-Jan-21 22:27:39:472,00:20:39:00:055,45.371,0,25.276,0
40048,09-Jan-21 22:27:41:329,00:20:39:01:912,45.385,0,25.276,0
40049,09-Jan-21 22:27:43:188,00:20:39:03:771,45.398,0,25.275,0
40050,09-Jan-21 22:27:45:043,00:20:39:05:626,45.412,0,25.269,0
40051,09-Jan-21 22:27:46:900,00:20:39:07:483,45.424,0,25.264,0
40052,09-Jan-21 22:27:48:759,00:20:39:09:342,45.436,0,25.26,0
40053,09-Jan-21 22:27:50:615,00:20:39:11:198,45.451,0,25.257,0
40054,09-Jan-21 22:27:52:474,00:20:39:13:057,45.469,0,25.256,0
40055,09-Jan-21 22:27:54:329,00:20:39:14:912,45.477,0,25.258,0
40056,09-Jan-21 22:27:56:187,00:20:39:16:770,45.469,0,25.26,0
40057,09-Jan-21 22:27:58:044,00:20:39:18:627,45.459,0,25.262,0
40058,09-Jan-21 22:27:59:900,00:20:39:20:483,45.446,0,25.261,0
40059,09-Jan-21 22:28:01:755,00:20:39:22:338,45.433,0,25.26,0
40060,09-Jan-21 22:28:03:610,00:20:39:24:193,45.421,0,25.26,0
40061,09-Jan-21 22:28:05:467,00:20:39:26:050,45.409,0,25.261,0
40062,09-Jan-21 22:28:07:323,00:20:39:27:906,45.398,0,25.261,0
40063,09-Jan-21 22:28:09:179,00:20:39:29:762,45.39,0,25.261,0
40064,09-Jan-21 22:28:11:035,00:20:39:31:618,45.382,0,25.261,0
40065,09-Jan-21 22:28:12:890,00:20:39:33:473,45.375,0,25.263,0
40066,09-Jan-21 22:28:14:745,00:20:39:35:328,45.367,0,25.261,0
40067,09-Jan-21 22:28:16:600,00:20:39:37:183,45.361,0,25.258,0
40068,09-Jan-21 22:28:18:459,00:20:39:39:042,45.355,0,25.256,0
40069,09-Jan-21 22:28:20:314,00:20:39:40:897,45.35,0,25.252,0
40070,09-Jan-21 22:28:22:170,00:20:39:42:753,45.344,0,25.249,0
40071,09-Jan-21 22:28:24:028,00:20:39:44:611,45.339,0,25.25,0
40072,09-Jan-21 22:28:25:886,00:20:39:46:469,45.334,0,25.251,0
40073,09-Jan-21 22:28:27:742,00:20:39:48:325,45.33,0,25.254,0
40074,09-Jan-21 22:28:29:597,00:20:39:50:180,45.326,0,25.256,0
40075,09-Jan-21 22:28:31:453,00:20:39:52:036,45.321,0,25.258,0
40076,09-Jan-21 22:28:33:311,00:20:39:53:894,45.317,0,25.258,0
40077,09-Jan-21 22:28:35:166,00:20:39:55:749,45.313,0,25.259,0
40078,09-Jan-21 22:28:37:022,00:20:39:57:605,45.31,0,25.26,0
40079,09-Jan-21 22:28:38:876,00:20:39:59:459,45.307,0,25.259,0
40080,09-Jan-21 22:28:40:733,00:20:40:01:316,45.303,0,25.258,0
40081,09-Jan-21 22:28:42:588,00:20:40:03:171,45.3,0,25.258,0
40082,09-Jan-21 22:28:44:445,00:20:40:05:028,45.296,0,25.259,0
40083,09-Jan-21 22:28:46:301,00:20:40:06:884,45.292,0,25.26,0
40084,09-Jan-21 22:28:48:159,00:20:40:08:742,45.289,0,25.258,0
40085,09-Jan-21 22:28:50:015,00:20:40:10:598,45.285,0,25.252,0
40086,09-Jan-21 22:28:51:871,00:20:40:12:454,45.282,0,25.252,0
40087,09-Jan-21 22:28:53:727,00:20:40:14:310,45.279,0,25.252,0
40088,09-Jan-21 22:28:55:583,00:20:40:16:166,45.276,0,25.252,0
40089,09-Jan-21 22:28:57:441,00:20:40:18:024,45.273,0,25.253,0
40090,09-Jan-21 22:28:59:296,00:20:40:19:879,45.27,0,25.253,0
40091,09-Jan-21 22:29:01:154,00:20:40:21:737,45.267,0,25.253,0
40092,09-Jan-21 22:29:03:010,00:20:40:23:593,45.264,0,25.252,0
40093,09-Jan-21 22:29:04:867,00:20:40:25:450,45.261,0,25.252,0
40094,09-Jan-21 22:29:06:724,00:20:40:27:307,45.258,0,25.249,0
40095,09-Jan-21 22:29:08:581,00:20:40:29:164,45.255,0,25.246,0
40096,09-Jan-21 22:29:10:438,00:20:40:31:021,45.252,0,25.245,0
40097,09-Jan-21 22:29:12:295,00:20:40:32:878,45.248,0,25.245,0
40098,09-Jan-21 22:29:14:152,00:20:40:34:735,45.245,0,25.245,0
40099,09-Jan-21 22:29:16:008,00:20:40:36:591,45.242,0,25.246,0
40100,09-Jan-21 22:29:17:865,00:20:40:38:448,45.238,0,25.246,0
40101,09-Jan-21 22:29:19:721,00:20:40:40:304,45.235,0,25.246,0
40102,09-Jan-21 22:29:21:578,00:20:40:42:161,45.232,0,25.244,0
40103,09-Jan-21 22:29:23:434,00:20:40:44:017,45.23,0,25.243,0
40104,09-Jan-21 22:29:25:289,00:20:40:45:872,45.227,0,25.241,0
40105,09-Jan-21 22:29:27:144,00:20:40:47:727,45.223,0,25.24,0
40106,09-Jan-21 22:29:29:002,00:20:40:49:585,45.221,0,25.238,0
40107,09-Jan-21 22:29:30:859,00:20:40:51:442,45.219,0,25.237,0
40108,09-Jan-21 22:29:32:715,00:20:40:53:298,45.215,0,25.237,0
40109,09-Jan-21 22:29:34:572,00:20:40:55:155,45.213,0,25.239,0
40110,09-Jan-21 22:29:36:430,00:20:40:57:013,45.209,0,25.242,0
40111,09-Jan-21 22:29:38:288,00:20:40:58:871,45.206,0,25.245,0
40112,09-Jan-21 22:29:40:146,00:20:41:00:729,45.204,0,25.242,0
40113,09-Jan-21 22:29:42:001,00:20:41:02:584,45.203,0,25.24,0
40114,09-Jan-21 22:29:43:857,00:20:41:04:440,45.199,0,25.236,0
40115,09-Jan-21 22:29:45:713,00:20:41:06:296,45.198,0,25.235,0
40116,09-Jan-21 22:29:47:569,00:20:41:08:152,45.195,0,25.236,0
40117,09-Jan-21 22:29:49:424,00:20:41:10:007,45.192,0,25.237,0
40118,09-Jan-21 22:29:51:281,00:20:41:11:864,45.191,0,25.237,0
40119,09-Jan-21 22:29:53:137,00:20:41:13:720,45.189,0,25.235,0
40120,09-Jan-21 22:29:54:993,00:20:41:15:576,45.186,0,25.233,0
40121,09-Jan-21 22:29:56:849,00:20:41:17:432,45.183,0,25.231,0
40122,09-Jan-21 22:29:58:707,00:20:41:19:290,45.179,0,25.23,0
40123,09-Jan-21 22:30:00:563,00:20:41:21:146,45.176,0,25.231,0
40124,09-Jan-21 22:30:02:418,00:20:41:23:001,45.174,0,25.229,0
40125,09-Jan-21 22:30:04:276,00:20:41:24:859,45.171,0,25.228,0
40126,09-Jan-21 22:30:06:131,00:20:41:26:714,45.168,0,25.228,0
40127,09-Jan-21 22:30:07:986,00:20:41:28:569,45.164,0,25.228,0
40128,09-Jan-21 22:30:09:842,00:20:41:30:425,45.161,0,25.226,0
40129,09-Jan-21 22:30:11:699,00:20:41:32:282,45.158,0,25.226,0
40130,09-Jan-21 22:30:13:556,00:20:41:34:139,45.156,0,25.228,0
40131,09-Jan-21 22:30:15:412,00:20:41:35:995,45.154,0,25.229,0
40132,09-Jan-21 22:30:17:267,00:20:41:37:850,45.151,0,25.23,0
40133,09-Jan-21 22:30:19:124,00:20:41:39:707,45.147,0,25.231,0
40134,09-Jan-21 22:30:20:979,00:20:41:41:562,45.144,0,25.232,0
40135,09-Jan-21 22:30:22:836,00:20:41:43:419,45.142,0,25.233,0
40136,09-Jan-21 22:30:24:691,00:20:41:45:274,45.14,0,25.232,0
40137,09-Jan-21 22:30:26:548,00:20:41:47:131,45.139,0,25.231,0
40138,09-Jan-21 22:30:28:404,00:20:41:48:987,45.139,0,25.229,0
40139,09-Jan-21 22:30:30:260,00:20:41:50:843,45.133,0,25.227,0
40140,09-Jan-21 22:30:32:115,00:20:41:52:698,45.127,0,25.224,0
40141,09-Jan-21 22:30:33:971,00:20:41:54:554,45.124,0,25.222,0
40142,09-Jan-21 22:30:35:827,00:20:41:56:410,45.122,0,25.22,0
40143,09-Jan-21 22:30:37:682,00:20:41:58:265,45.121,0,25.22,0
40144,09-Jan-21 22:30:39:539,00:20:42:00:122,45.121,0,25.22,0
40145,09-Jan-21 22:30:41:395,00:20:42:01:978,45.122,0,25.222,0
40146,09-Jan-21 22:30:43:252,00:20:42:03:835,45.123,0,25.222,0
40147,09-Jan-21 22:30:45:108,00:20:42:05:691,45.125,0,25.219,0
40148,09-Jan-21 22:30:46:966,00:20:42:07:549,45.127,0,25.218,0
40149,09-Jan-21 22:30:48:824,00:20:42:09:407,45.13,0,25.215,0
40150,09-Jan-21 22:30:50:680,00:20:42:11:263,45.134,0,25.215,0
40151,09-Jan-21 22:30:52:537,00:20:42:13:120,45.139,0,25.215,0
40152,09-Jan-21 22:30:54:395,00:20:42:14:978,45.143,0,25.216,0
40153,09-Jan-21 22:30:56:252,00:20:42:16:835,45.15,0,25.219,0
40154,09-Jan-21 22:30:58:107,00:20:42:18:690,45.156,0,25.222,0
40155,09-Jan-21 22:30:59:963,00:20:42:20:546,45.164,0,25.221,0
40156,09-Jan-21 22:31:01:818,00:20:42:22:401,45.172,0,25.22,0
40157,09-Jan-21 22:31:03:675,00:20:42:24:258,45.179,0,25.218,0
40158,09-Jan-21 22:31:05:530,00:20:42:26:113,45.188,0,25.214,0
40159,09-Jan-21 22:31:07:386,00:20:42:27:969,45.197,0,25.213,0
40160,09-Jan-21 22:31:09:242,00:20:42:29:825,45.206,0,25.213,0
40161,09-Jan-21 22:31:11:099,00:20:42:31:682,45.215,0,25.214,0
40162,09-Jan-21 22:31:12:955,00:20:42:33:538,45.223,0,25.214,0
40163,09-Jan-21 22:31:14:811,00:20:42:35:394,45.231,0,25.215,0
40164,09-Jan-21 22:31:16:668,00:20:42:37:251,45.243,0,25.213,0
40165,09-Jan-21 22:31:18:525,00:20:42:39:108,45.255,0,25.209,0
40166,09-Jan-21 22:31:20:381,00:20:42:40:964,45.268,0,25.206,0
40167,09-Jan-21 22:31:22:237,00:20:42:42:820,45.28,0,25.201,0
40168,09-Jan-21 22:31:24:095,00:20:42:44:678,45.298,0,25.201,0
40169,09-Jan-21 22:31:25:953,00:20:42:46:536,45.311,0,25.201,0
40170,09-Jan-21 22:31:27:809,00:20:42:48:392,45.321,0,25.2,0
40171,09-Jan-21 22:31:29:665,00:20:42:50:248,45.333,0,25.198,0
40172,09-Jan-21 22:31:31:521,00:20:42:52:104,45.345,0,25.194,0
40173,09-Jan-21 22:31:33:376,00:20:42:53:959,45.36,0,25.194,0
40174,09-Jan-21 22:31:35:232,00:20:42:55:815,45.372,0,25.191,0
40175,09-Jan-21 22:31:37:087,00:20:42:57:670,45.387,0,25.19,0
40176,09-Jan-21 22:31:38:944,00:20:42:59:527,45.398,0,25.188,0
40177,09-Jan-21 22:31:40:800,00:20:43:01:383,45.414,0,25.183,0
40178,09-Jan-21 22:31:42:657,00:20:43:03:240,45.433,0,25.183,0
40179,09-Jan-21 22:31:44:514,00:20:43:05:097,45.447,0,25.185,0
40180,09-Jan-21 22:31:46:372,00:20:43:06:955,45.461,0,25.189,0
40181,09-Jan-21 22:31:48:228,00:20:43:08:811,45.475,0,25.189,0
40182,09-Jan-21 22:31:50:085,00:20:43:10:668,45.47,0,25.189,0
40183,09-Jan-21 22:31:51:940,00:20:43:12:523,45.459,0,25.189,0
40184,09-Jan-21 22:31:53:797,00:20:43:14:380,45.45,0,25.188,0
40185,09-Jan-21 22:31:55:654,00:20:43:16:237,45.438,0,25.19,0
40186,09-Jan-21 22:31:57:510,00:20:43:18:093,45.424,0,25.188,0
40187,09-Jan-21 22:31:59:366,00:20:43:19:949,45.411,0,25.187,0
40188,09-Jan-21 22:32:01:221,00:20:43:21:804,45.4,0,25.188,0
40189,09-Jan-21 22:32:03:077,00:20:43:23:660,45.389,0,25.189,0
40190,09-Jan-21 22:32:04:932,00:20:43:25:515,45.379,0,25.191,0
40191,09-Jan-21 22:32:06:789,00:20:43:27:372,45.371,0,25.193,0
40192,09-Jan-21 22:32:08:645,00:20:43:29:228,45.364,0,25.194,0
40193,09-Jan-21 22:32:10:501,00:20:43:31:084,45.356,0,25.193,0
40194,09-Jan-21 22:32:12:357,00:20:43:32:940,45.349,0,25.191,0
40195,09-Jan-21 22:32:14:214,00:20:43:34:797,45.342,0,25.189,0
40196,09-Jan-21 22:32:16:071,00:20:43:36:654,45.337,0,25.185,0
40197,09-Jan-21 22:32:17:927,00:20:43:38:510,45.332,0,25.183,0
40198,09-Jan-21 22:32:19:784,00:20:43:40:367,45.326,0,25.182,0
40199,09-Jan-21 22:32:21:640,00:20:43:42:223,45.321,0,25.177,0
40200,09-Jan-21 22:32:23:496,00:20:43:44:079,45.316,0,25.172,0
40201,09-Jan-21 22:32:25:352,00:20:43:45:935,45.313,0,25.169,0
40202,09-Jan-21 22:32:27:208,00:20:43:47:791,45.308,0,25.165,0
40203,09-Jan-21 22:32:29:063,00:20:43:49:646,45.304,0,25.164,0
40204,09-Jan-21 22:32:30:920,00:20:43:51:503,45.301,0,25.164,0
40205,09-Jan-21 22:32:32:775,00:20:43:53:358,45.297,0,25.164,0
40206,09-Jan-21 22:32:34:630,00:20:43:55:213,45.294,0,25.162,0
40207,09-Jan-21 22:32:36:486,00:20:43:57:069,45.291,0,25.162,0
40208,09-Jan-21 22:32:38:343,00:20:43:58:926,45.287,0,25.159,0
40209,09-Jan-21 22:32:40:199,00:20:44:00:782,45.284,0,25.155,0
40210,09-Jan-21 22:32:42:056,00:20:44:02:639,45.281,0,25.15,0
40211,09-Jan-21 22:32:43:912,00:20:44:04:495,45.278,0,25.145,0
40212,09-Jan-21 22:32:45:768,00:20:44:06:351,45.275,0,25.144,0
40213,09-Jan-21 22:32:47:624,00:20:44:08:207,45.272,0,25.142,0
40214,09-Jan-21 22:32:49:481,00:20:44:10:064,45.269,0,25.143,0
40215,09-Jan-21 22:32:51:336,00:20:44:11:919,45.267,0,25.146,0
40216,09-Jan-21 22:32:53:192,00:20:44:13:775,45.265,0,25.148,0
40217,09-Jan-21 22:32:55:047,00:20:44:15:630,45.26,0,25.15,0
40218,09-Jan-21 22:32:56:904,00:20:44:17:487,45.257,0,25.152,0
40219,09-Jan-21 22:32:58:761,00:20:44:19:344,45.254,0,25.154,0
40220,09-Jan-21 22:33:00:619,00:20:44:21:202,45.249,0,25.154,0
40221,09-Jan-21 22:33:02:475,00:20:44:23:058,45.247,0,25.155,0
40222,09-Jan-21 22:33:04:333,00:20:44:24:916,45.244,0,25.155,0
40223,09-Jan-21 22:33:06:191,00:20:44:26:774,45.241,0,25.154,0
40224,09-Jan-21 22:33:08:046,00:20:44:28:629,45.238,0,25.153,0
40225,09-Jan-21 22:33:09:901,00:20:44:30:484,45.235,0,25.154,0
40226,09-Jan-21 22:33:11:759,00:20:44:32:342,45.231,0,25.154,0
40227,09-Jan-21 22:33:13:616,00:20:44:34:199,45.228,0,25.153,0
40228,09-Jan-21 22:33:15:472,00:20:44:36:055,45.225,0,25.149,0
40229,09-Jan-21 22:33:17:328,00:20:44:37:911,45.222,0,25.149,0
40230,09-Jan-21 22:33:19:186,00:20:44:39:769,45.22,0,25.15,0
40231,09-Jan-21 22:33:21:042,00:20:44:41:625,45.217,0,25.15,0
40232,09-Jan-21 22:33:22:897,00:20:44:43:480,45.216,0,25.149,0
40233,09-Jan-21 22:33:24:755,00:20:44:45:338,45.212,0,25.148,0
40234,09-Jan-21 22:33:26:612,00:20:44:47:195,45.209,0,25.148,0
40235,09-Jan-21 22:33:28:467,00:20:44:49:050,45.207,0,25.146,0
40236,09-Jan-21 22:33:30:323,00:20:44:50:906,45.206,0,25.142,0
40237,09-Jan-21 22:33:32:179,00:20:44:52:762,45.203,0,25.138,0
40238,09-Jan-21 22:33:34:034,00:20:44:54:617,45.2,0,25.136,0
40239,09-Jan-21 22:33:35:889,00:20:44:56:472,45.197,0,25.135,0
40240,09-Jan-21 22:33:37:745,00:20:44:58:328,45.193,0,25.133,0
40241,09-Jan-21 22:33:39:601,00:20:45:00:184,45.19,0,25.132,0
40242,09-Jan-21 22:33:41:458,00:20:45:02:041,45.189,0,25.132,0
40243,09-Jan-21 22:33:43:314,00:20:45:03:897,45.187,0,25.132,0
40244,09-Jan-21 22:33:45:171,00:20:45:05:754,45.185,0,25.132,0
40245,09-Jan-21 22:33:47:026,00:20:45:07:609,45.183,0,25.132,0
40246,09-Jan-21 22:33:48:883,00:20:45:09:466,45.18,0,25.129,0
40247,09-Jan-21 22:33:50:740,00:20:45:11:323,45.177,0,25.128,0
40248,09-Jan-21 22:33:52:597,00:20:45:13:180,45.174,0,25.129,0
40249,09-Jan-21 22:33:54:453,00:20:45:15:036,45.171,0,25.131,0
40250,09-Jan-21 22:33:56:310,00:20:45:16:893,45.167,0,25.134,0
40251,09-Jan-21 22:33:58:165,00:20:45:18:748,45.164,0,25.137,0
40252,09-Jan-21 22:34:00:021,00:20:45:20:604,45.162,0,25.139,0
40253,09-Jan-21 22:34:01:877,00:20:45:22:460,45.161,0,25.139,0
40254,09-Jan-21 22:34:03:733,00:20:45:24:316,45.16,0,25.137,0
40255,09-Jan-21 22:34:05:590,00:20:45:26:173,45.158,0,25.135,0
40256,09-Jan-21 22:34:07:446,00:20:45:28:029,45.156,0,25.135,0
40257,09-Jan-21 22:34:09:302,00:20:45:29:885,45.155,0,25.136,0
40258,09-Jan-21 22:34:11:158,00:20:45:31:741,45.151,0,25.136,0
40259,09-Jan-21 22:34:13:013,00:20:45:33:596,45.149,0,25.135,0
40260,09-Jan-21 22:34:14:868,00:20:45:35:451,45.147,0,25.136,0
40261,09-Jan-21 22:34:16:725,00:20:45:37:308,45.145,0,25.137,0
40262,09-Jan-21 22:34:18:580,00:20:45:39:163,45.141,0,25.138,0
40263,09-Jan-21 22:34:20:437,00:20:45:41:020,45.137,0,25.139,0
40264,09-Jan-21 22:34:22:294,00:20:45:42:877,45.132,0,25.138,0
40265,09-Jan-21 22:34:24:151,00:20:45:44:734,45.13,0,25.135,0
40266,09-Jan-21 22:34:26:006,00:20:45:46:589,45.127,0,25.132,0
40267,09-Jan-21 22:34:27:862,00:20:45:48:445,45.121,0,25.131,0
40268,09-Jan-21 22:34:29:719,00:20:45:50:302,45.116,0,25.131,0
40269,09-Jan-21 22:34:31:575,00:20:45:52:158,45.113,0,25.129,0
40270,09-Jan-21 22:34:33:431,00:20:45:54:014,45.112,0,25.123,0
40271,09-Jan-21 22:34:35:287,00:20:45:55:870,45.112,0,25.12,0
40272,09-Jan-21 22:34:37:142,00:20:45:57:725,45.112,0,25.118,0
40273,09-Jan-21 22:34:38:999,00:20:45:59:582,45.113,0,25.118,0
40274,09-Jan-21 22:34:40:855,00:20:46:01:438,45.114,0,25.118,0
40275,09-Jan-21 22:34:42:712,00:20:46:03:295,45.116,0,25.118,0
40276,09-Jan-21 22:34:44:568,00:20:46:05:151,45.119,0,25.12,0
40277,09-Jan-21 22:34:46:425,00:20:46:07:008,45.123,0,25.12,0
40278,09-Jan-21 22:34:48:281,00:20:46:08:864,45.126,0,25.121,0
40279,09-Jan-21 22:34:50:138,00:20:46:10:721,45.13,0,25.12,0
40280,09-Jan-21 22:34:51:994,00:20:46:12:577,45.133,0,25.12,0
40281,09-Jan-21 22:34:53:851,00:20:46:14:434,45.139,0,25.117,0
40282,09-Jan-21 22:34:55:708,00:20:46:16:291,45.145,0,25.111,0
40283,09-Jan-21 22:34:57:566,00:20:46:18:149,45.151,0,25.109,0
40284,09-Jan-21 22:34:59:423,00:20:46:20:006,45.158,0,25.108,0
40285,09-Jan-21 22:35:01:279,00:20:46:21:862,45.166,0,25.107,0
40286,09-Jan-21 22:35:03:134,00:20:46:23:717,45.175,0,25.108,0
40287,09-Jan-21 22:35:04:991,00:20:46:25:574,45.184,0,25.109,0
40288,09-Jan-21 22:35:06:847,00:20:46:27:430,45.192,0,25.109,0
40289,09-Jan-21 22:35:08:702,00:20:46:29:285,45.203,0,25.109,0
40290,09-Jan-21 22:35:10:558,00:20:46:31:141,45.212,0,25.107,0
40291,09-Jan-21 22:35:12:413,00:20:46:32:996,45.225,0,25.105,0
40292,09-Jan-21 22:35:14:269,00:20:46:34:852,45.237,0,25.103,0
40293,09-Jan-21 22:35:16:127,00:20:46:36:710,45.247,0,25.099,0
40294,09-Jan-21 22:35:17:982,00:20:46:38:565,45.259,0,25.097,0
40295,09-Jan-21 22:35:19:840,00:20:46:40:423,45.271,0,25.095,0
40296,09-Jan-21 22:35:21:695,00:20:46:42:278,45.283,0,25.093,0
40297,09-Jan-21 22:35:23:551,00:20:46:44:134,45.292,0,25.093,0
40298,09-Jan-21 22:35:25:409,00:20:46:45:992,45.306,0,25.095,0
40299,09-Jan-21 22:35:27:265,00:20:46:47:848,45.318,0,25.097,0
40300,09-Jan-21 22:35:29:121,00:20:46:49:704,45.331,0,25.099,0
40301,09-Jan-21 22:35:30:978,00:20:46:51:561,45.345,0,25.098,0
40302,09-Jan-21 22:35:32:834,00:20:46:53:417,45.36,0,25.097,0
40303,09-Jan-21 22:35:34:691,00:20:46:55:274,45.375,0,25.097,0
40304,09-Jan-21 22:35:36:546,00:20:46:57:129,45.389,0,25.097,0
40305,09-Jan-21 22:35:38:402,00:20:46:58:985,45.402,0,25.099,0
40306,09-Jan-21 22:35:40:258,00:20:47:00:841,45.418,0,25.1,0
40307,09-Jan-21 22:35:42:116,00:20:47:02:699,45.433,0,25.098,0
40308,09-Jan-21 22:35:43:972,00:20:47:04:555,45.444,0,25.092,0
40309,09-Jan-21 22:35:45:829,00:20:47:06:412,45.443,0,25.089,0
40310,09-Jan-21 22:35:47:688,00:20:47:08:271,45.434,0,25.087,0
40311,09-Jan-21 22:35:49:543,00:20:47:10:126,45.425,0,25.087,0
40312,09-Jan-21 22:35:51:400,00:20:47:11:983,45.414,0,25.088,0
40313,09-Jan-21 22:35:53:255,00:20:47:13:838,45.403,0,25.09,0
40314,09-Jan-21 22:35:55:112,00:20:47:15:695,45.392,0,25.092,0
40315,09-Jan-21 22:35:56:967,00:20:47:17:550,45.382,0,25.091,0
40316,09-Jan-21 22:35:58:823,00:20:47:19:406,45.373,0,25.089,0
40317,09-Jan-21 22:36:00:679,00:20:47:21:262,45.364,0,25.083,0
40318,09-Jan-21 22:36:02:538,00:20:47:23:121,45.356,0,25.079,0
40319,09-Jan-21 22:36:04:394,00:20:47:24:977,45.35,0,25.078,0
40320,09-Jan-21 22:36:06:250,00:20:47:26:833,45.343,0,25.08,0
40321,09-Jan-21 22:36:08:105,00:20:47:28:688,45.337,0,25.083,0
40322,09-Jan-21 22:36:09:963,00:20:47:30:546,45.331,0,25.085,0
40323,09-Jan-21 22:36:11:818,00:20:47:32:401,45.326,0,25.085,0
40324,09-Jan-21 22:36:13:674,00:20:47:34:257,45.321,0,25.084,0
40325,09-Jan-21 22:36:15:531,00:20:47:36:114,45.317,0,25.085,0
40326,09-Jan-21 22:36:17:388,00:20:47:37:971,45.311,0,25.084,0
40327,09-Jan-21 22:36:19:244,00:20:47:39:827,45.307,0,25.083,0
40328,09-Jan-21 22:36:21:099,00:20:47:41:682,45.302,0,25.083,0
