,Unnamed: 0,col 0,Unnamed: 2,col a,col b,col c,col d,col e,col f,RTC,col g,col h,new_Time,col 1,Time,col 2,col 3,col 4,col 5,col 6
343,343,0.09527777800000001,634.55,0.17626388899999998,0:05:43.000,3.5562,7006.4,667.1,2278.6,01/09/2021 20:41:50,24916.2,24.357,2021-09-01 20:41:50,36627.0,09-Jan-21 20:41:50:962,00:18:53:11:545,45.537,0.0,24.254,0.0
344,344,0.095555556,636.4,0.176777778,0:05:44.000,3.5565,7006.4,669.0,2285.5,01/09/2021 20:41:51,24918.3,24.358,2021-09-01 20:41:51,,,,,,,
345,345,0.095833333,638.25,0.177291667,0:05:45.000,3.5571,7000.2,671.0,2292.4,01/09/2021 20:41:52,24900.4,24.359,2021-09-01 20:41:52,36628.0,09-Jan-21 20:41:52:817,00:18:53:13:400,45.528,0.0,24.254,0.0
346,346,0.096111111,640.1,0.177805556,0:05:46.000,3.558,7006.4,672.9,2299.3,01/09/2021 20:41:53,24928.8,24.359,2021-09-01 20:41:53,,,,,,,
347,347,0.096388889,641.95,0.178319444,0:05:47.000,3.5584,7006.4,674.8,2306.2,01/09/2021 20:41:54,24931.6,24.36,2021-09-01 20:41:54,36629.0,09-Jan-21 20:41:54:675,00:18:53:15:258,45.515,0.0,24.255,0.0
348,348,0.096666667,643.8,0.178833333,0:05:48.000,3.559,7006.4,676.8,2313.2,01/09/2021 20:41:55,24935.8,24.362,2021-09-01 20:41:55,,,,,,,
349,349,0.096944444,645.65,0.179347222,0:05:49.000,3.5593,7000.2,678.7,2320.1,01/09/2021 20:41:56,24915.8,24.364,2021-09-01 20:41:56,36630.0,09-Jan-21 20:41:56:531,00:18:53:17:114,45.503,0.0,24.255,0.0
350,350,0.097222222,647.5,0.17986111100000002,0:05:50.000,3.5599,7006.4,680.7,2327.0,01/09/2021 20:41:57,24942.1,24.365,2021-09-01 20:41:57,,,,,,,
351,351,0.0975,649.35,0.180375,0:05:51.000,3.5602,7000.2,682.6,2333.9,01/09/2021 20:41:58,24922.1,24.364,2021-09-01 20:41:58,36631.0,09-Jan-21 20:41:58:388,00:18:53:18:971,45.493,0.0,24.256,0.0
352,352,0.09777777800000001,651.2,0.180888889,0:05:52.000,3.5608,7006.4,684.6,2340.9,01/09/2021 20:41:59,24948.4,24.36,2021-09-01 20:41:59,,,,,,,
353,353,0.098055556,653.05,0.18140277800000001,0:05:53.000,3.5611,7000.2,686.5,2347.8,01/09/2021 20:42:00,24928.4,24.357,2021-09-01 20:42:00,36632.0,09-Jan-21 20:42:00:246,00:18:53:20:829,45.483000000000004,0.0,24.256999999999998,0.0
354,354,0.09833333300000001,654.9,0.181916667,0:05:54.000,3.5618,7006.4,688.5,2354.7,01/09/2021 20:42:01,24955.4,24.355999999999998,2021-09-01 20:42:01,,,,,,,
355,355,0.098611111,656.75,0.18243055600000002,0:05:55.000,3.5621,7000.2,690.4,2361.7,01/09/2021 20:42:02,24935.4,24.355999999999998,2021-09-01 20:42:02,36633.0,09-Jan-21 20:42:02:101,00:18:53:22:684,45.475,0.0,24.256999999999998,0.0
356,356,0.09888888900000001,658.6,0.18294444399999998,0:05:56.000,3.5627,7000.2,692.4,2368.6,01/09/2021 20:42:03,24939.6,24.354,2021-09-01 20:42:03,36634.0,09-Jan-21 20:42:03:957,00:18:53:24:540,45.467,0.0,24.256999999999998,0.0
357,357,0.09916666699999999,660.45,0.183458333,0:05:57.000,3.563,7006.4,694.3,2375.5,01/09/2021 20:42:04,24963.8,24.354,2021-09-01 20:42:04,,,,,,,
358,358,0.099444444,662.3,0.183972222,0:05:58.000,3.5636,7006.4,696.3,2382.4,01/09/2021 20:42:05,24968.0,24.353,2021-09-01 20:42:05,36635.0,09-Jan-21 20:42:05:812,00:18:53:26:395,45.46,0.0,24.255,0.0
359,359,0.099722222,664.15,0.184486111,0:05:59.000,3.5639,7006.4,698.2,2389.4,01/09/2021 20:42:06,24970.1,24.351,2021-09-01 20:42:06,,,,,,,
360,360,0.1,666.0,0.185,0:06:00.000,3.5646,7006.4,700.1,2396.3,01/09/2021 20:42:07,24975.0,24.348000000000003,2021-09-01 20:42:07,36636.0,09-Jan-21 20:42:07:668,00:18:53:28:251,45.45399999999999,0.0,24.256,0.0
361,361,0.10027777800000001,667.85,0.185513889,0:06:01.000,3.5649,7006.4,702.1,2403.3,01/09/2021 20:42:08,24977.1,24.348000000000003,2021-09-01 20:42:08,,,,,,,
362,362,0.10055555599999999,669.7,0.186027778,0:06:02.000,3.5658,7000.2,704.0,2410.2,01/09/2021 20:42:09,24961.3,24.349,2021-09-01 20:42:09,36637.0,09-Jan-21 20:42:09:523,00:18:53:30:106,45.449,0.0,24.256999999999998,0.0
363,363,0.10083333300000001,671.55,0.186541667,0:06:03.000,3.5661,7006.4,706.0,2417.1,01/09/2021 20:42:10,24985.5,24.35,2021-09-01 20:42:10,,,,,,,
364,364,0.10111111099999999,673.4,0.187055556,0:06:04.000,3.5664,7000.2,707.9,2424.1,01/09/2021 20:42:11,24965.5,24.351999999999997,2021-09-01 20:42:11,36638.0,09-Jan-21 20:42:11:379,00:18:53:31:962,45.443999999999996,0.0,24.259,0.0
365,365,0.10138888900000001,675.25,0.18756944399999997,0:06:05.000,3.567,7000.2,709.9,2431.0,01/09/2021 20:42:12,24969.7,24.355,2021-09-01 20:42:12,,,,,,,
366,366,0.10166666699999999,677.1,0.18808333300000002,0:06:06.000,3.5673,7006.4,711.8,2437.9,01/09/2021 20:42:13,24993.9,24.357,2021-09-01 20:42:13,36639.0,09-Jan-21 20:42:13:235,00:18:53:33:818,45.438,0.0,24.26,0.0
367,367,0.10194444400000001,678.95,0.18859722199999998,0:06:07.000,3.568,7006.4,713.8,2444.9,01/09/2021 20:42:14,24998.8,24.36,2021-09-01 20:42:14,,,,,,,
368,368,0.10222222199999999,680.8,0.18911111100000003,0:06:08.000,3.5683,7000.2,715.7,2451.8,01/09/2021 20:42:15,24978.8,24.362,2021-09-01 20:42:15,36640.0,09-Jan-21 20:42:15:091,00:18:53:35:674,45.434,0.0,24.261,0.0
369,369,0.1025,682.65,0.189625,0:06:09.000,3.5686,7006.4,717.7,2458.8,01/09/2021 20:42:16,25003.0,24.364,2021-09-01 20:42:16,36641.0,09-Jan-21 20:42:16:947,00:18:53:37:530,45.431000000000004,0.0,24.263,0.0
370,370,0.10277777800000001,684.5,0.19013888899999998,0:06:10.000,3.5692,7006.4,719.6,2465.7,01/09/2021 20:42:17,25007.2,24.366999999999997,2021-09-01 20:42:17,,,,,,,
371,371,0.10305555599999999,686.35,0.190652778,0:06:11.000,3.5695,7006.4,721.5,2472.7,01/09/2021 20:42:18,25009.3,24.371,2021-09-01 20:42:18,36642.0,09-Jan-21 20:42:18:803,00:18:53:39:386,45.427,0.0,24.265,0.0
372,372,0.10333333300000001,688.2,0.19116666699999998,0:06:12.000,3.5701,7000.2,723.5,2479.6,01/09/2021 20:42:19,24991.4,24.373,2021-09-01 20:42:19,,,,,,,
373,373,0.10361111099999999,690.05,0.191680556,0:06:13.000,3.5704,7000.2,725.4,2486.5,01/09/2021 20:42:20,24993.5,24.373,2021-09-01 20:42:20,36643.0,09-Jan-21 20:42:20:660,00:18:53:41:243,45.422,0.0,24.265,0.0
374,374,0.103888889,691.9,0.192194444,0:06:14.000,3.5708,7006.4,727.4,2493.5,01/09/2021 20:42:21,25018.5,24.373,2021-09-01 20:42:21,,,,,,,
375,375,0.10416666699999999,693.75,0.192708333,0:06:15.000,3.5714,7006.4,729.3,2500.4,01/09/2021 20:42:22,25022.7,24.373,2021-09-01 20:42:22,36644.0,09-Jan-21 20:42:22:515,00:18:53:43:098,45.419,0.0,24.264,0.0
376,376,0.104444444,695.6,0.193222222,0:06:16.000,3.5717,7000.2,731.3,2507.4,01/09/2021 20:42:23,25002.6,24.374000000000002,2021-09-01 20:42:23,,,,,,,
377,377,0.10472222199999999,697.45,0.19373611100000002,0:06:17.000,3.572,7006.4,733.2,2514.3,01/09/2021 20:42:24,25026.9,24.375,2021-09-01 20:42:24,36645.0,09-Jan-21 20:42:24:371,00:18:53:44:954,45.415,0.0,24.266,0.0
378,378,0.105,699.3,0.19425,0:06:18.000,3.5729,7000.2,735.2,2521.3,01/09/2021 20:42:25,25011.0,24.378,2021-09-01 20:42:25,,,,,,,
379,379,0.105277778,701.15,0.194763889,0:06:19.000,3.5732,7006.4,737.1,2528.2,01/09/2021 20:42:26,25035.3,24.381,2021-09-01 20:42:26,36646.0,09-Jan-21 20:42:26:226,00:18:53:46:809,45.412,0.0,24.267,0.0
380,380,0.105555556,703.0,0.195277778,0:06:20.000,3.5735,7006.4,739.1,2535.2,01/09/2021 20:42:27,25037.4,24.381,2021-09-01 20:42:27,,,,,,,
381,381,0.105833333,704.85,0.195791667,0:06:21.000,3.5742,7006.4,741.0,2542.1,01/09/2021 20:42:28,25042.3,24.381,2021-09-01 20:42:28,36647.0,09-Jan-21 20:42:28:082,00:18:53:48:665,45.41,0.0,24.268,0.0
382,382,0.106111111,706.7,0.19630555600000002,0:06:22.000,3.5745,7006.4,742.9,2549.1,01/09/2021 20:42:29,25044.4,24.381,2021-09-01 20:42:29,36648.0,09-Jan-21 20:42:29:938,00:18:53:50:521,45.407,0.0,24.27,0.0
383,383,0.106388889,708.55,0.19681944399999998,0:06:23.000,3.5748,7000.2,744.9,2556.1,01/09/2021 20:42:30,25024.3,24.383000000000003,2021-09-01 20:42:30,,,,,,,
384,384,0.10666666699999999,710.4,0.197333333,0:06:24.000,3.5751,7006.4,746.8,2563.0,01/09/2021 20:42:31,25048.6,24.381999999999998,2021-09-01 20:42:31,36649.0,09-Jan-21 20:42:31:793,00:18:53:52:376,45.403999999999996,0.0,24.271,0.0
385,385,0.106944444,712.25,0.197847222,0:06:25.000,3.5757,7006.4,748.8,2570.0,01/09/2021 20:42:32,25052.8,24.381999999999998,2021-09-01 20:42:32,,,,,,,
386,386,0.10722222199999999,714.1,0.198361111,0:06:26.000,3.576,7006.4,750.7,2576.9,01/09/2021 20:42:33,25054.9,24.384,2021-09-01 20:42:33,36650.0,09-Jan-21 20:42:33:648,00:18:53:54:231,45.402,0.0,24.273000000000003,0.0
387,387,0.1075,715.95,0.198875,0:06:27.000,3.5763,7000.2,752.7,2583.9,01/09/2021 20:42:34,25034.8,24.388,2021-09-01 20:42:34,,,,,,,
388,388,0.107777778,717.8,0.19938888899999999,0:06:28.000,3.5766,7006.4,754.6,2590.8,01/09/2021 20:42:35,25059.1,24.39,2021-09-01 20:42:35,36651.0,09-Jan-21 20:42:35:505,00:18:53:56:088,45.4,0.0,24.273000000000003,0.0
389,389,0.108055556,719.65,0.199902778,0:06:29.000,3.5773,7006.4,756.6,2597.8,01/09/2021 20:42:36,25064.0,24.39,2021-09-01 20:42:36,,,,,,,
390,390,0.108333333,721.5,0.200416667,0:06:30.000,3.5776,7006.4,758.5,2604.8,01/09/2021 20:42:37,25066.1,24.388,2021-09-01 20:42:37,36652.0,09-Jan-21 20:42:37:362,00:18:53:57:945,45.396,0.0,24.272,0.0
391,391,0.108611111,723.35,0.200930556,0:06:31.000,3.5779,7006.4,760.5,2611.7,01/09/2021 20:42:38,25068.2,24.386,2021-09-01 20:42:38,,,,,,,
392,392,0.108888889,725.2,0.20144444399999997,0:06:32.000,3.5782,7006.4,762.4,2618.7,01/09/2021 20:42:39,25070.3,24.385,2021-09-01 20:42:39,36653.0,09-Jan-21 20:42:39:218,00:18:53:59:801,45.395,0.0,24.271,0.0
393,393,0.109166667,727.05,0.20195833300000002,0:06:33.000,3.5788,7006.4,764.3,2625.7,01/09/2021 20:42:40,25074.5,24.385,2021-09-01 20:42:40,,,,,,,
394,394,0.109444444,728.9,0.20247222199999998,0:06:34.000,3.5791,7006.4,766.3,2632.6,01/09/2021 20:42:41,25076.6,24.386,2021-09-01 20:42:41,36654.0,09-Jan-21 20:42:41:072,00:18:54:01:655,45.391999999999996,0.0,24.27,0.0
395,395,0.109722222,730.75,0.20298611100000002,0:06:35.000,3.5794,7006.4,768.2,2639.6,01/09/2021 20:42:42,25078.7,24.385,2021-09-01 20:42:42,36655.0,09-Jan-21 20:42:42:929,00:18:54:03:512,45.388999999999996,0.0,24.269000000000002,0.0
396,396,0.11,732.6,0.2035,0:06:36.000,3.5797,7006.4,770.2,2646.6,01/09/2021 20:42:43,25080.8,24.386,2021-09-01 20:42:43,,,,,,,
397,397,0.110277778,734.45,0.20401388899999998,0:06:37.000,3.5807,7000.2,772.1,2653.5,01/09/2021 20:42:44,25065.6,24.388,2021-09-01 20:42:44,36656.0,09-Jan-21 20:42:44:783,00:18:54:05:366,45.387,0.0,24.267,0.0
398,398,0.110555556,736.3,0.20452777800000002,0:06:38.000,3.581,7006.4,774.1,2660.5,01/09/2021 20:42:45,25089.9,24.389,2021-09-01 20:42:45,,,,,,,
399,399,0.110833333,738.15,0.20504166699999998,0:06:39.000,3.5813,7006.4,776.0,2667.5,01/09/2021 20:42:46,25092.0,24.388,2021-09-01 20:42:46,36657.0,09-Jan-21 20:42:46:639,00:18:54:07:222,45.38399999999999,0.0,24.268,0.0
400,400,0.111111111,740.0,0.20555555600000003,0:06:40.000,3.5816,7006.4,778.0,2674.4,01/09/2021 20:42:47,25094.1,24.388,2021-09-01 20:42:47,,,,,,,
401,401,0.111388889,741.85,0.206069444,0:06:41.000,3.5819,7006.4,779.9,2681.4,01/09/2021 20:42:48,25096.2,24.389,2021-09-01 20:42:48,36658.0,09-Jan-21 20:42:48:496,00:18:54:09:079,45.382,0.0,24.269000000000002,0.0
402,402,0.111666667,743.7,0.206583333,0:06:42.000,3.5822,7006.4,781.9,2688.4,01/09/2021 20:42:49,25098.3,24.392,2021-09-01 20:42:49,,,,,,,
403,403,0.111944444,745.55,0.207097222,0:06:43.000,3.5828,7006.4,783.8,2695.3,01/09/2021 20:42:50,25102.5,24.392,2021-09-01 20:42:50,36659.0,09-Jan-21 20:42:50:353,00:18:54:10:936,45.379,0.0,24.271,0.0
404,404,0.112222222,747.4,0.20761111100000001,0:06:44.000,3.5832,7006.4,785.8,2702.3,01/09/2021 20:42:51,25105.3,24.393,2021-09-01 20:42:51,,,,,,,
405,405,0.1125,749.25,0.208125,0:06:45.000,3.5835,7000.2,787.7,2709.3,01/09/2021 20:42:52,25085.2,24.393,2021-09-01 20:42:52,36660.0,09-Jan-21 20:42:52:209,00:18:54:12:792,45.376000000000005,0.0,24.275,0.0
406,406,0.11277777800000001,751.1,0.208638889,0:06:46.000,3.5838,7006.4,789.6,2716.3,01/09/2021 20:42:53,25109.5,24.395,2021-09-01 20:42:53,,,,,,,
407,407,0.113055556,752.95,0.209152778,0:06:47.000,3.5841,7006.4,791.6,2723.2,01/09/2021 20:42:54,25111.6,24.394000000000002,2021-09-01 20:42:54,36661.0,09-Jan-21 20:42:54:065,00:18:54:14:648,45.373999999999995,0.0,24.276999999999997,0.0
408,408,0.11333333300000001,754.8,0.209666667,0:06:48.000,3.5844,7000.2,793.5,2730.2,01/09/2021 20:42:55,25091.5,24.393,2021-09-01 20:42:55,36662.0,09-Jan-21 20:42:55:922,00:18:54:16:505,45.371,0.0,24.28,0.0
409,409,0.113611111,756.65,0.21018055600000002,0:06:49.000,3.5847,7006.4,795.5,2737.2,01/09/2021 20:42:56,25115.8,24.394000000000002,2021-09-01 20:42:56,,,,,,,
410,410,0.11388888900000001,758.5,0.21069444399999998,0:06:50.000,3.585,7000.2,797.4,2744.2,01/09/2021 20:42:57,25095.7,24.397,2021-09-01 20:42:57,36663.0,09-Jan-21 20:42:57:778,00:18:54:18:361,45.369,0.0,24.281999999999996,0.0
411,411,0.114166667,760.35,0.211208333,0:06:51.000,3.5856,7006.4,799.4,2751.1,01/09/2021 20:42:58,25122.1,24.398000000000003,2021-09-01 20:42:58,,,,,,,
412,412,0.114444444,762.2,0.211722222,0:06:52.000,3.5859,7000.2,801.3,2758.1,01/09/2021 20:42:59,25102.0,24.4,2021-09-01 20:42:59,36664.0,09-Jan-21 20:42:59:633,00:18:54:20:216,45.367,0.0,24.283,0.0
413,413,0.114722222,764.05,0.212236111,0:06:53.000,3.5863,7006.4,803.3,2765.1,01/09/2021 20:43:00,25127.1,24.401,2021-09-01 20:43:00,,,,,,,
414,414,0.115,765.9,0.21275,0:06:54.000,3.5866,7006.4,805.2,2772.1,01/09/2021 20:43:01,25129.2,24.401999999999997,2021-09-01 20:43:01,36665.0,09-Jan-21 20:43:01:489,00:18:54:22:072,45.364,0.0,24.285,0.0
415,415,0.11527777800000001,767.75,0.21326388899999998,0:06:55.000,3.5869,7006.4,807.2,2779.0,01/09/2021 20:43:02,25131.3,24.404,2021-09-01 20:43:02,,,,,,,
416,416,0.11555555599999999,769.6,0.213777778,0:06:56.000,3.5872,7000.2,809.1,2786.0,01/09/2021 20:43:03,25111.1,24.405,2021-09-01 20:43:03,36666.0,09-Jan-21 20:43:03:344,00:18:54:23:927,45.363,0.0,24.289,0.0
417,417,0.11583333300000001,771.45,0.214291667,0:06:57.000,3.5875,7000.2,811.0,2793.0,01/09/2021 20:43:04,25113.2,24.406,2021-09-01 20:43:04,,,,,,,
418,418,0.116111111,773.3,0.214805556,0:06:58.000,3.5881,7006.4,813.0,2800.0,01/09/2021 20:43:05,25139.7,24.406999999999996,2021-09-01 20:43:05,36667.0,09-Jan-21 20:43:05:202,00:18:54:25:785,45.361000000000004,0.0,24.291999999999998,0.0
419,419,0.11638888900000001,775.15,0.215319444,0:06:59.000,3.5884,7006.4,814.9,2807.0,01/09/2021 20:43:06,25141.8,24.408,2021-09-01 20:43:06,,,,,,,
420,420,0.11666666699999999,777.0,0.21583333300000002,0:07:00.000,3.5887,7006.4,816.9,2813.9,01/09/2021 20:43:07,25143.9,24.408,2021-09-01 20:43:07,36668.0,09-Jan-21 20:43:07:060,00:18:54:27:643,45.358999999999995,0.0,24.293000000000003,0.0
421,421,0.11694444400000001,778.85,0.216347222,0:07:01.000,3.589,7006.4,818.8,2820.9,01/09/2021 20:43:08,25146.0,24.408,2021-09-01 20:43:08,36669.0,09-Jan-21 20:43:08:916,00:18:54:29:499,45.357,0.0,24.293000000000003,0.0
422,422,0.11722222199999999,780.7,0.21686111100000002,0:07:02.000,3.5894,7006.4,820.8,2827.9,01/09/2021 20:43:09,25148.8,24.408,2021-09-01 20:43:09,,,,,,,
423,423,0.1175,782.55,0.217375,0:07:03.000,3.59,7006.4,822.7,2834.9,01/09/2021 20:43:10,25153.0,24.41,2021-09-01 20:43:10,36670.0,09-Jan-21 20:43:10:771,00:18:54:31:354,45.355,0.0,24.295,0.0
424,424,0.11777777800000001,784.4,0.21788888899999997,0:07:04.000,3.5903,7000.2,824.7,2841.9,01/09/2021 20:43:11,25132.8,24.41,2021-09-01 20:43:11,,,,,,,
425,425,0.11805555599999999,786.25,0.21840277800000002,0:07:05.000,3.5903,7006.4,826.6,2848.9,01/09/2021 20:43:12,25155.1,24.41,2021-09-01 20:43:12,36671.0,09-Jan-21 20:43:12:627,00:18:54:33:210,45.353,0.0,24.295,0.0
426,426,0.11833333300000001,788.1,0.21891666699999998,0:07:06.000,3.5906,7006.4,828.6,2855.9,01/09/2021 20:43:13,25157.2,24.41,2021-09-01 20:43:13,,,,,,,
427,427,0.11861111099999999,789.95,0.21943055600000003,0:07:07.000,3.5912,7006.4,830.5,2862.8,01/09/2021 20:43:14,25161.4,24.410999999999998,2021-09-01 20:43:14,36672.0,09-Jan-21 20:43:14:483,00:18:54:35:066,45.353,0.0,24.296,0.0
428,428,0.118888889,791.8,0.219944444,0:07:08.000,3.5912,7000.2,832.5,2869.8,01/09/2021 20:43:15,25139.1,24.412,2021-09-01 20:43:15,,,,,,,
429,429,0.11916666699999999,793.65,0.220458333,0:07:09.000,3.5918,7000.2,834.4,2876.8,01/09/2021 20:43:16,25143.3,24.414,2021-09-01 20:43:16,36673.0,09-Jan-21 20:43:16:338,00:18:54:36:921,45.35,0.0,24.299,0.0
430,430,0.119444444,795.5,0.220972222,0:07:10.000,3.5921,7006.4,836.3,2883.8,01/09/2021 20:43:17,25167.7,24.416,2021-09-01 20:43:17,,,,,,,
431,431,0.11972222199999999,797.35,0.221486111,0:07:11.000,3.5925,7006.4,838.3,2890.8,01/09/2021 20:43:18,25170.5,24.416,2021-09-01 20:43:18,36674.0,09-Jan-21 20:43:18:195,00:18:54:38:778,45.347,0.0,24.301,0.0
432,432,0.12,799.2,0.222,0:07:12.000,3.5925,7000.2,840.2,2897.8,01/09/2021 20:43:19,25148.2,24.416,2021-09-01 20:43:19,,,,,,,
433,433,0.120277778,801.05,0.222513889,0:07:13.000,3.5928,7006.4,842.2,2904.8,01/09/2021 20:43:20,25172.6,24.416999999999998,2021-09-01 20:43:20,36675.0,09-Jan-21 20:43:20:052,00:18:54:40:635,45.347,0.0,24.303,0.0
434,434,0.120555556,802.9,0.223027778,0:07:14.000,3.5931,7006.4,844.1,2911.8,01/09/2021 20:43:21,25174.7,24.419,2021-09-01 20:43:21,36676.0,09-Jan-21 20:43:21:908,00:18:54:42:491,45.345,0.0,24.304000000000002,0.0
435,435,0.120833333,804.75,0.223541667,0:07:15.000,3.5934,7000.2,846.1,2918.8,01/09/2021 20:43:22,25154.5,24.416999999999998,2021-09-01 20:43:22,,,,,,,
436,436,0.121111111,806.6,0.22405555600000002,0:07:16.000,3.5937,7000.2,848.0,2925.7,01/09/2021 20:43:23,25156.6,24.416,2021-09-01 20:43:23,36677.0,09-Jan-21 20:43:23:764,00:18:54:44:347,45.342,0.0,24.305,0.0
437,437,0.121388889,808.45,0.22456944399999998,0:07:17.000,3.594,7006.4,850.0,2932.7,01/09/2021 20:43:24,25181.0,24.415,2021-09-01 20:43:24,,,,,,,
438,438,0.12166666699999999,810.3,0.225083333,0:07:18.000,3.5943,7000.2,851.9,2939.7,01/09/2021 20:43:25,25160.8,24.416999999999998,2021-09-01 20:43:25,36678.0,09-Jan-21 20:43:25:620,00:18:54:46:203,45.339,0.0,24.305999999999997,0.0
439,439,0.121944444,812.15,0.225597222,0:07:19.000,3.5946,7006.4,853.9,2946.7,01/09/2021 20:43:26,25185.2,24.418000000000003,2021-09-01 20:43:26,,,,,,,
440,440,0.12222222199999999,814.0,0.226111111,0:07:20.000,3.5949,7006.4,855.8,2953.7,01/09/2021 20:43:27,25187.3,24.42,2021-09-01 20:43:27,36679.0,09-Jan-21 20:43:27:477,00:18:54:48:060,45.336999999999996,0.0,24.305,0.0
441,441,0.1225,815.85,0.226625,0:07:21.000,3.5956,7006.4,857.7,2960.7,01/09/2021 20:43:28,25192.2,24.421999999999997,2021-09-01 20:43:28,,,,,,,
442,442,0.122777778,817.7,0.22713888899999998,0:07:22.000,3.5959,7006.4,859.7,2967.7,01/09/2021 20:43:29,25194.3,24.423000000000002,2021-09-01 20:43:29,36680.0,09-Jan-21 20:43:29:332,00:18:54:49:915,45.335,0.0,24.304000000000002,0.0
443,443,0.123055556,819.55,0.227652778,0:07:23.000,3.5962,7000.2,861.6,2974.7,01/09/2021 20:43:30,25174.1,24.424,2021-09-01 20:43:30,,,,,,,
444,444,0.123333333,821.4,0.228166667,0:07:24.000,3.5962,7006.4,863.6,2981.7,01/09/2021 20:43:31,25196.4,24.425,2021-09-01 20:43:31,36681.0,09-Jan-21 20:43:31:188,00:18:54:51:771,45.333999999999996,0.0,24.303,0.0
445,445,0.123611111,823.25,0.228680556,0:07:25.000,3.5965,7006.4,865.5,2988.7,01/09/2021 20:43:32,25198.5,24.424,2021-09-01 20:43:32,,,,,,,
446,446,0.123888889,825.1,0.229194444,0:07:26.000,3.5968,7006.4,867.5,2995.7,01/09/2021 20:43:33,25200.6,24.425,2021-09-01 20:43:33,36682.0,09-Jan-21 20:43:33:045,00:18:54:53:628,45.333999999999996,0.0,24.303,0.0
447,447,0.124166667,826.95,0.22970833300000001,0:07:27.000,3.5971,7006.4,869.4,3002.7,01/09/2021 20:43:34,25202.7,24.424,2021-09-01 20:43:34,36683.0,09-Jan-21 20:43:34:901,00:18:54:55:484,45.333,0.0,24.304000000000002,0.0
448,448,0.124444444,828.8,0.230222222,0:07:28.000,3.5974,7006.4,871.4,3009.7,01/09/2021 20:43:35,25204.8,24.426,2021-09-01 20:43:35,,,,,,,
449,449,0.124722222,830.65,0.23073611100000002,0:07:29.000,3.5977,7000.2,873.3,3016.7,01/09/2021 20:43:36,25184.6,24.426,2021-09-01 20:43:36,36684.0,09-Jan-21 20:43:36:756,00:18:54:57:339,45.331,0.0,24.305999999999997,0.0
450,450,0.125,832.5,0.23125,0:07:30.000,3.598,7000.2,875.3,3023.7,01/09/2021 20:43:37,25186.7,24.425,2021-09-01 20:43:37,,,,,,,
451,451,0.125277778,834.35,0.23176388899999997,0:07:31.000,3.5984,7006.4,877.2,3030.7,01/09/2021 20:43:38,25211.8,24.423000000000002,2021-09-01 20:43:38,36685.0,09-Jan-21 20:43:38:612,00:18:54:59:195,45.327,0.0,24.308000000000003,0.0
452,452,0.12555555599999998,836.2,0.23227777800000002,0:07:32.000,3.5987,7006.4,879.1,3037.7,01/09/2021 20:43:39,25213.9,24.421999999999997,2021-09-01 20:43:39,,,,,,,
453,453,0.12583333300000002,838.05,0.23279166699999998,0:07:33.000,3.5987,7006.4,881.1,3044.7,01/09/2021 20:43:40,25213.9,24.421999999999997,2021-09-01 20:43:40,36686.0,09-Jan-21 20:43:40:471,00:18:55:01:054,45.324,0.0,24.309,0.0
454,454,0.126111111,839.9,0.23330555600000003,0:07:34.000,3.599,7006.4,883.0,3051.7,01/09/2021 20:43:41,25216.0,24.421,2021-09-01 20:43:41,,,,,,,
455,455,0.126388889,841.75,0.233819444,0:07:35.000,3.5993,7000.2,885.0,3058.7,01/09/2021 20:43:42,25195.8,24.42,2021-09-01 20:43:42,36687.0,09-Jan-21 20:43:42:326,00:18:55:02:909,45.321999999999996,0.0,24.31,0.0
456,456,0.12666666699999998,843.6,0.234333333,0:07:36.000,3.5996,7006.4,886.9,3065.7,01/09/2021 20:43:43,25220.2,24.42,2021-09-01 20:43:43,,,,,,,
457,457,0.12694444400000002,845.45,0.234847222,0:07:37.000,3.5999,7000.2,888.9,3072.7,01/09/2021 20:43:44,25200.0,24.421,2021-09-01 20:43:44,36688.0,09-Jan-21 20:43:44:182,00:18:55:04:765,45.318999999999996,0.0,24.31,0.0
458,458,0.127222222,847.3,0.235361111,0:07:38.000,3.5999,7006.4,890.8,3079.7,01/09/2021 20:43:45,25222.3,24.421999999999997,2021-09-01 20:43:45,,,,,,,
459,459,0.1275,849.15,0.235875,0:07:39.000,3.6002,7000.2,892.8,3086.7,01/09/2021 20:43:46,25202.1,24.424,2021-09-01 20:43:46,36689.0,09-Jan-21 20:43:46:039,00:18:55:06:622,45.318000000000005,0.0,24.309,0.0
460,460,0.127777778,851.0,0.236388889,0:07:40.000,3.6005,7006.4,894.7,3093.7,01/09/2021 20:43:47,25226.5,24.425,2021-09-01 20:43:47,36690.0,09-Jan-21 20:43:47:895,00:18:55:08:478,45.317,0.0,24.31,0.0
461,461,0.128055556,852.85,0.236902778,0:07:41.000,3.6008,7000.2,896.7,3100.7,01/09/2021 20:43:48,25206.3,24.424,2021-09-01 20:43:48,,,,,,,
462,462,0.128333333,854.7,0.237416667,0:07:42.000,3.6011,7006.4,898.6,3107.7,01/09/2021 20:43:49,25230.7,24.421999999999997,2021-09-01 20:43:49,36691.0,09-Jan-21 20:43:49:752,00:18:55:10:335,45.316,0.0,24.311,0.0
463,463,0.128611111,856.55,0.23793055600000002,0:07:43.000,3.6015,7006.4,900.6,3114.8,01/09/2021 20:43:50,25233.5,24.421999999999997,2021-09-01 20:43:50,,,,,,,
