,Unnamed: 0,col 0,Unnamed: 2,col a,col b,col c,col d,col e,col f,RTC,col g,col h,new_Time,col 1,Time,col 2,col 3,col 4,col 5,col 6
0,0,0.0,0.0,0.0,0:00:00.000,3.0422,6863.8,0.0,0.0,01/09/2021 20:36:07,20881.1,24.259,2021-09-01 20:36:07,36442.0,09-Jan-21 20:36:07:533,00:18:47:28:116,45.099,0.0,24.26,0.0
1,1,0.000277778,1.85,0.000513889,0:00:01.000,3.133,7000.2,1.9,6.0,01/09/2021 20:36:08,21931.6,24.26,2021-09-01 20:36:08,,,,,,,
2,2,0.000555556,3.7,0.001027778,0:00:02.000,3.1414,7000.2,3.9,12.1,01/09/2021 20:36:09,21990.4,24.26,2021-09-01 20:36:09,36443.0,09-Jan-21 20:36:09:390,00:18:47:29:973,45.099,0.0,24.26,0.0
3,3,0.000833333,5.55,0.001541667,0:00:03.000,3.1479,6994.0,5.8,18.3,01/09/2021 20:36:10,22016.4,24.263,2021-09-01 20:36:10,,,,,,,
4,4,0.0011111110000000001,7.4,0.002055556,0:00:04.000,3.1535,7000.2,7.8,24.4,01/09/2021 20:36:11,22075.1,24.265,2021-09-01 20:36:11,36444.0,09-Jan-21 20:36:11:247,00:18:47:31:830,45.098,0.0,24.263,0.0
5,5,0.001388889,9.25,0.002569444,0:00:05.000,3.1587,6994.0,9.7,30.5,01/09/2021 20:36:12,22091.9,24.267,2021-09-01 20:36:12,,,,,,,
6,6,0.0016666670000000001,11.1,0.0030833329999999997,0:00:06.000,3.1631,7000.2,11.7,36.7,01/09/2021 20:36:13,22142.3,24.268,2021-09-01 20:36:13,36445.0,09-Jan-21 20:36:13:102,00:18:47:33:685,45.095,0.0,24.265,0.0
7,7,0.001944444,12.95,0.003597222,0:00:07.000,3.1677,7000.2,13.6,42.8,01/09/2021 20:36:14,22174.5,24.266,2021-09-01 20:36:14,36446.0,09-Jan-21 20:36:14:959,00:18:47:35:542,45.092,0.0,24.267,0.0
8,8,0.0022222220000000003,14.8,0.004111111,0:00:08.000,3.1718,6994.0,15.5,49.0,01/09/2021 20:36:15,22183.6,24.264,2021-09-01 20:36:15,,,,,,,
9,9,0.0025,16.65,0.004625,0:00:09.000,3.1758,6994.0,17.5,55.1,01/09/2021 20:36:16,22211.5,24.263,2021-09-01 20:36:16,36447.0,09-Jan-21 20:36:16:814,00:18:47:37:397,45.089,0.0,24.268,0.0
10,10,0.002777778,18.5,0.005138889000000001,0:00:10.000,3.1795,6994.0,19.4,61.3,01/09/2021 20:36:17,22237.4,24.261999999999997,2021-09-01 20:36:17,,,,,,,
11,11,0.0030555559999999996,20.35,0.005652778000000001,0:00:11.000,3.1835,7000.2,21.4,67.5,01/09/2021 20:36:18,22285.1,24.261999999999997,2021-09-01 20:36:18,36448.0,09-Jan-21 20:36:18:672,00:18:47:39:255,45.089,0.0,24.266,0.0
12,12,0.003333333,22.2,0.006166667,0:00:12.000,3.187,6994.0,23.3,73.7,01/09/2021 20:36:19,22289.9,24.263,2021-09-01 20:36:19,,,,,,,
13,13,0.0036111109999999997,24.05,0.006680556,0:00:13.000,3.1907,7000.2,25.3,79.9,01/09/2021 20:36:20,22335.5,24.263,2021-09-01 20:36:20,36449.0,09-Jan-21 20:36:20:527,00:18:47:41:110,45.089,0.0,24.264,0.0
14,14,0.0038888890000000004,25.9,0.007194444,0:00:14.000,3.1938,6994.0,27.2,86.1,01/09/2021 20:36:21,22337.4,24.264,2021-09-01 20:36:21,,,,,,,
15,15,0.004166667,27.75,0.007708333,0:00:15.000,3.1975,6994.0,29.2,92.3,01/09/2021 20:36:22,22363.3,24.263,2021-09-01 20:36:22,36450.0,09-Jan-21 20:36:22:384,00:18:47:42:967,45.089,0.0,24.263,0.0
16,16,0.0044444440000000005,29.6,0.008222222,0:00:16.000,3.2003,7000.2,31.1,98.5,01/09/2021 20:36:23,22402.7,24.261,2021-09-01 20:36:23,,,,,,,
17,17,0.004722222,31.45,0.008736111,0:00:17.000,3.2037,6994.0,33.0,104.8,01/09/2021 20:36:24,22406.7,24.259,2021-09-01 20:36:24,36451.0,09-Jan-21 20:36:24:242,00:18:47:44:825,45.083999999999996,0.0,24.261999999999997,0.0
18,18,0.005,33.3,0.00925,0:00:18.000,3.2068,7000.2,35.0,111.0,01/09/2021 20:36:25,22448.2,24.258000000000003,2021-09-01 20:36:25,,,,,,,
19,19,0.005277778,35.15,0.009763889,0:00:19.000,3.2096,7000.2,36.9,117.2,01/09/2021 20:36:26,22467.8,24.256999999999998,2021-09-01 20:36:26,36452.0,09-Jan-21 20:36:26:100,00:18:47:46:683,45.081,0.0,24.261999999999997,0.0
20,20,0.005555556,37.0,0.010277778000000001,0:00:20.000,3.2127,6994.0,38.9,123.5,01/09/2021 20:36:27,22469.6,24.256999999999998,2021-09-01 20:36:27,36453.0,09-Jan-21 20:36:27:957,00:18:47:48:540,45.078,0.0,24.263,0.0
21,21,0.0058333330000000004,38.85,0.010791667,0:00:21.000,3.2158,7000.2,40.8,129.7,01/09/2021 20:36:28,22511.2,24.256999999999998,2021-09-01 20:36:28,,,,,,,
22,22,0.006111111,40.7,0.011305556000000001,0:00:22.000,3.2183,6994.0,42.8,136.0,01/09/2021 20:36:29,22508.8,24.256999999999998,2021-09-01 20:36:29,36454.0,09-Jan-21 20:36:29:813,00:18:47:50:396,45.076,0.0,24.263,0.0
23,23,0.006388889,42.55,0.011819443999999998,0:00:23.000,3.2214,6994.0,44.7,142.2,01/09/2021 20:36:30,22530.5,24.256,2021-09-01 20:36:30,,,,,,,
24,24,0.006666666999999999,44.4,0.012333333,0:00:24.000,3.2238,6994.0,46.6,148.5,01/09/2021 20:36:31,22547.3,24.253,2021-09-01 20:36:31,36455.0,09-Jan-21 20:36:31:670,00:18:47:52:253,45.078,0.0,24.264,0.0
25,25,0.006944444,46.25,0.012847222,0:00:25.000,3.2269,6994.0,48.6,154.8,01/09/2021 20:36:32,22568.9,24.252,2021-09-01 20:36:32,,,,,,,
26,26,0.0072222219999999995,48.1,0.013361111,0:00:26.000,3.2294,7000.2,50.5,161.0,01/09/2021 20:36:33,22606.4,24.25,2021-09-01 20:36:33,36456.0,09-Jan-21 20:36:33:528,00:18:47:54:111,45.078,0.0,24.263,0.0
27,27,0.0075,49.95,0.013875,0:00:27.000,3.2319,7000.2,52.5,167.3,01/09/2021 20:36:34,22623.9,24.25,2021-09-01 20:36:34,,,,,,,
28,28,0.007777778000000001,51.8,0.014388888999999998,0:00:28.000,3.2347,6994.0,54.4,173.6,01/09/2021 20:36:35,22623.5,24.249000000000002,2021-09-01 20:36:35,36457.0,09-Jan-21 20:36:35:385,00:18:47:55:968,45.08,0.0,24.261,0.0
29,29,0.008055556,53.65,0.014902778,0:00:29.000,3.2372,6994.0,56.4,179.9,01/09/2021 20:36:36,22641.0,24.248,2021-09-01 20:36:36,,,,,,,
30,30,0.008333333,55.5,0.015416667,0:00:30.000,3.2397,6994.0,58.3,186.2,01/09/2021 20:36:37,22658.5,24.248,2021-09-01 20:36:37,36458.0,09-Jan-21 20:36:37:243,00:18:47:57:826,45.082,0.0,24.259,0.0
31,31,0.008611111,57.35,0.015930556000000002,0:00:31.000,3.2421,7000.2,60.2,192.5,01/09/2021 20:36:38,22695.3,24.25,2021-09-01 20:36:38,,,,,,,
32,32,0.008888889,59.2,0.016444444,0:00:32.000,3.2446,6994.0,62.2,198.8,01/09/2021 20:36:39,22692.7,24.25,2021-09-01 20:36:39,36459.0,09-Jan-21 20:36:39:099,00:18:47:59:682,45.083999999999996,0.0,24.258000000000003,0.0
33,33,0.009166667,61.05,0.016958333,0:00:33.000,3.2468,6994.0,64.1,205.1,01/09/2021 20:36:40,22708.1,24.249000000000002,2021-09-01 20:36:40,36460.0,09-Jan-21 20:36:40:955,00:18:48:01:538,45.088,0.0,24.256999999999998,0.0
34,34,0.009444444,62.9,0.017472222,0:00:34.000,3.2496,6994.0,66.1,211.4,01/09/2021 20:36:41,22727.7,24.247,2021-09-01 20:36:41,,,,,,,
35,35,0.009722221999999999,64.75,0.017986111000000003,0:00:35.000,3.2517,6994.0,68.0,217.7,01/09/2021 20:36:42,22742.4,24.247,2021-09-01 20:36:42,36461.0,09-Jan-21 20:36:42:810,00:18:48:03:393,45.092,0.0,24.256999999999998,0.0
36,36,0.01,66.6,0.0185,0:00:36.000,3.2539,6994.0,70.0,224.0,01/09/2021 20:36:43,22757.8,24.246,2021-09-01 20:36:43,,,,,,,
37,37,0.010277778000000001,68.45,0.019013889,0:00:37.000,3.2561,7000.2,71.9,230.4,01/09/2021 20:36:44,22793.4,24.244,2021-09-01 20:36:44,36462.0,09-Jan-21 20:36:44:666,00:18:48:05:249,45.096000000000004,0.0,24.256999999999998,0.0
38,38,0.010555556,70.3,0.019527778,0:00:38.000,3.2586,6994.0,73.9,236.7,01/09/2021 20:36:45,22790.6,24.241999999999997,2021-09-01 20:36:45,,,,,,,
39,39,0.010833333,72.15,0.020041667,0:00:39.000,3.2607,6994.0,75.8,243.0,01/09/2021 20:36:46,22805.3,24.241,2021-09-01 20:36:46,36463.0,09-Jan-21 20:36:46:523,00:18:48:07:106,45.1,0.0,24.256999999999998,0.0
40,40,0.011111111000000002,74.0,0.020555556000000003,0:00:40.000,3.2629,6994.0,77.7,249.4,01/09/2021 20:36:47,22820.7,24.243000000000002,2021-09-01 20:36:47,,,,,,,
41,41,0.011388889,75.85,0.021069444,0:00:41.000,3.2654,6994.0,79.7,255.7,01/09/2021 20:36:48,22838.2,24.244,2021-09-01 20:36:48,36464.0,09-Jan-21 20:36:48:379,00:18:48:08:962,45.105,0.0,24.256,0.0
42,42,0.011666667,77.7,0.021583333,0:00:42.000,3.2672,6994.0,81.6,262.1,01/09/2021 20:36:49,22850.8,24.243000000000002,2021-09-01 20:36:49,,,,,,,
43,43,0.011944443999999999,79.55,0.022097222000000003,0:00:43.000,3.2694,6994.0,83.6,268.4,01/09/2021 20:36:50,22866.2,24.241999999999997,2021-09-01 20:36:50,36465.0,09-Jan-21 20:36:50:234,00:18:48:10:817,45.111999999999995,0.0,24.253,0.0
44,44,0.012222222,81.4,0.022611111,0:00:44.000,3.2713,7000.2,85.5,274.8,01/09/2021 20:36:51,22899.8,24.243000000000002,2021-09-01 20:36:51,,,,,,,
45,45,0.0125,83.25,0.023125,0:00:45.000,3.2738,7000.2,87.5,281.1,01/09/2021 20:36:52,22917.3,24.241,2021-09-01 20:36:52,36466.0,09-Jan-21 20:36:52:090,00:18:48:12:673,45.121,0.0,24.252,0.0
46,46,0.012777778,85.1,0.023638889,0:00:46.000,3.2756,6994.0,89.4,287.5,01/09/2021 20:36:53,22909.5,24.24,2021-09-01 20:36:53,36467.0,09-Jan-21 20:36:53:948,00:18:48:14:531,45.131,0.0,24.25,0.0
47,47,0.013055556000000001,86.95,0.024152778,0:00:47.000,3.2775,6994.0,91.3,293.8,01/09/2021 20:36:54,22922.8,24.24,2021-09-01 20:36:54,,,,,,,
48,48,0.013333333000000001,88.8,0.024666667000000003,0:00:48.000,3.28,6994.0,93.3,300.2,01/09/2021 20:36:55,22940.3,24.24,2021-09-01 20:36:55,36468.0,09-Jan-21 20:36:55:803,00:18:48:16:386,45.138999999999996,0.0,24.25,0.0
49,49,0.013611111,90.65,0.025180556,0:00:49.000,3.2818,6994.0,95.2,306.6,01/09/2021 20:36:56,22952.9,24.24,2021-09-01 20:36:56,,,,,,,
50,50,0.013888889,92.5,0.025694444,0:00:50.000,3.2837,6994.0,97.2,313.0,01/09/2021 20:36:57,22966.2,24.241,2021-09-01 20:36:57,36469.0,09-Jan-21 20:36:57:660,00:18:48:18:243,45.148,0.0,24.249000000000002,0.0
51,51,0.014166666999999999,94.35,0.026208332999999997,0:00:51.000,3.2855,7000.2,99.1,319.4,01/09/2021 20:36:58,22999.2,24.241,2021-09-01 20:36:58,,,,,,,
52,52,0.014444443999999999,96.2,0.026722222,0:00:52.000,3.2877,6994.0,101.1,325.7,01/09/2021 20:36:59,22994.2,24.241,2021-09-01 20:36:59,36470.0,09-Jan-21 20:36:59:518,00:18:48:20:101,45.155,0.0,24.248,0.0
53,53,0.014722222,98.05,0.027236111,0:00:53.000,3.2896,7000.2,103.0,332.1,01/09/2021 20:37:00,23027.9,24.239,2021-09-01 20:37:00,,,,,,,
54,54,0.015,99.9,0.02775,0:00:54.000,3.2911,6994.0,104.9,338.5,01/09/2021 20:37:01,23018.0,24.239,2021-09-01 20:37:01,36471.0,09-Jan-21 20:37:01:375,00:18:48:21:958,45.163000000000004,0.0,24.248,0.0
55,55,0.015277778,101.75,0.028263889,0:00:55.000,3.293,6994.0,106.9,344.9,01/09/2021 20:37:02,23031.2,24.24,2021-09-01 20:37:02,,,,,,,
56,56,0.015555556000000002,103.6,0.028777777999999997,0:00:56.000,3.2952,7000.2,108.8,351.3,01/09/2021 20:37:03,23067.1,24.241,2021-09-01 20:37:03,36472.0,09-Jan-21 20:37:03:232,00:18:48:23:815,45.174,0.0,24.25,0.0
57,57,0.015833333,105.45,0.029291667,0:00:57.000,3.297,6994.0,110.8,357.7,01/09/2021 20:37:04,23059.2,24.241,2021-09-01 20:37:04,,,,,,,
58,58,0.016111111,107.3,0.029805556,0:00:58.000,3.2986,6994.0,112.7,364.1,01/09/2021 20:37:05,23070.4,24.241999999999997,2021-09-01 20:37:05,36473.0,09-Jan-21 20:37:05:088,00:18:48:25:671,45.184,0.0,24.25,0.0
59,59,0.016388889,109.15,0.030319443999999997,0:00:59.000,3.3004,6994.0,114.7,370.6,01/09/2021 20:37:06,23083.0,24.241,2021-09-01 20:37:06,36474.0,09-Jan-21 20:37:06:943,00:18:48:27:526,45.195,0.0,24.249000000000002,0.0
60,60,0.016666667,111.0,0.030833332999999997,0:01:00.000,3.3023,6994.0,116.6,377.0,01/09/2021 20:37:07,23096.3,24.239,2021-09-01 20:37:07,,,,,,,
61,61,0.016944444,112.85,0.031347222,0:01:01.000,3.3041,7000.2,118.5,383.4,01/09/2021 20:37:08,23129.4,24.239,2021-09-01 20:37:08,36475.0,09-Jan-21 20:37:08:799,00:18:48:29:382,45.207,0.0,24.247,0.0
62,62,0.017222222,114.7,0.031861111,0:01:02.000,3.3057,7000.2,120.5,389.8,01/09/2021 20:37:09,23140.6,24.241,2021-09-01 20:37:09,,,,,,,
63,63,0.0175,116.55,0.032375,0:01:03.000,3.3076,6994.0,122.4,396.2,01/09/2021 20:37:10,23133.4,24.244,2021-09-01 20:37:10,36476.0,09-Jan-21 20:37:10:657,00:18:48:31:240,45.218999999999994,0.0,24.247,0.0
64,64,0.017777778,118.4,0.032888889,0:01:04.000,3.3091,7000.2,124.4,402.7,01/09/2021 20:37:11,23164.4,24.246,2021-09-01 20:37:11,,,,,,,
65,65,0.018055556,120.25,0.033402778,0:01:05.000,3.311,6994.0,126.3,409.1,01/09/2021 20:37:12,23157.1,24.249000000000002,2021-09-01 20:37:12,36477.0,09-Jan-21 20:37:12:512,00:18:48:33:095,45.233000000000004,0.0,24.246,0.0
66,66,0.018333333,122.1,0.033916667000000005,0:01:06.000,3.3128,6994.0,128.3,415.5,01/09/2021 20:37:13,23169.7,24.250999999999998,2021-09-01 20:37:13,,,,,,,
67,67,0.018611111,123.95,0.034430556,0:01:07.000,3.3144,7000.2,130.2,422.0,01/09/2021 20:37:14,23201.5,24.252,2021-09-01 20:37:14,36478.0,09-Jan-21 20:37:14:370,00:18:48:34:953,45.244,0.0,24.244,0.0
68,68,0.018888889,125.8,0.034944444,0:01:08.000,3.3159,6994.0,132.2,428.4,01/09/2021 20:37:15,23191.4,24.254,2021-09-01 20:37:15,,,,,,,
69,69,0.019166667,127.65,0.035458333,0:01:09.000,3.3178,6994.0,134.1,434.9,01/09/2021 20:37:16,23204.7,24.254,2021-09-01 20:37:16,36479.0,09-Jan-21 20:37:16:227,00:18:48:36:810,45.257,0.0,24.241999999999997,0.0
70,70,0.019444443999999998,129.5,0.035972222000000005,0:01:10.000,3.3193,6994.0,136.0,441.3,01/09/2021 20:37:17,23215.2,24.254,2021-09-01 20:37:17,,,,,,,
71,71,0.019722222,131.35,0.036486111,0:01:11.000,3.3209,6994.0,138.0,447.8,01/09/2021 20:37:18,23226.4,24.254,2021-09-01 20:37:18,36480.0,09-Jan-21 20:37:18:082,00:18:48:38:665,45.27,0.0,24.241,0.0
72,72,0.02,133.2,0.037000000000000005,0:01:12.000,3.3224,7000.2,139.9,454.2,01/09/2021 20:37:19,23257.5,24.256,2021-09-01 20:37:19,36481.0,09-Jan-21 20:37:19:938,00:18:48:40:521,45.278999999999996,0.0,24.243000000000002,0.0
73,73,0.020277778,135.05,0.037513889,0:01:13.000,3.324,7000.2,141.9,460.7,01/09/2021 20:37:20,23268.7,24.259,2021-09-01 20:37:20,,,,,,,
74,74,0.020555556000000003,136.9,0.038027778,0:01:14.000,3.3258,6994.0,143.8,467.2,01/09/2021 20:37:21,23260.6,24.261999999999997,2021-09-01 20:37:21,36482.0,09-Jan-21 20:37:21:795,00:18:48:42:378,45.292,0.0,24.244,0.0
75,75,0.020833333,138.75,0.038541667,0:01:15.000,3.3271,6994.0,145.8,473.6,01/09/2021 20:37:22,23269.7,24.261999999999997,2021-09-01 20:37:22,,,,,,,
76,76,0.021111111000000002,140.6,0.039055556,0:01:16.000,3.3286,6994.0,147.7,480.1,01/09/2021 20:37:23,23280.2,24.261999999999997,2021-09-01 20:37:23,36483.0,09-Jan-21 20:37:23:651,00:18:48:44:234,45.303000000000004,0.0,24.243000000000002,0.0
77,77,0.021388888999999998,142.45,0.039569444,0:01:17.000,3.3302,6994.0,149.6,486.6,01/09/2021 20:37:24,23291.4,24.261,2021-09-01 20:37:24,,,,,,,
78,78,0.021666667,144.3,0.040083333,0:01:18.000,3.3317,6994.0,151.6,493.0,01/09/2021 20:37:25,23301.9,24.259,2021-09-01 20:37:25,36484.0,09-Jan-21 20:37:25:506,00:18:48:46:089,45.316,0.0,24.241999999999997,0.0
79,79,0.021944444,146.15,0.040597222,0:01:19.000,3.3333,6994.0,153.5,499.5,01/09/2021 20:37:26,23313.1,24.256999999999998,2021-09-01 20:37:26,,,,,,,
80,80,0.022222222000000003,148.0,0.041111111,0:01:20.000,3.3348,6994.0,155.5,506.0,01/09/2021 20:37:27,23323.6,24.258000000000003,2021-09-01 20:37:27,36485.0,09-Jan-21 20:37:27:365,00:18:48:47:948,45.332,0.0,24.243000000000002,0.0
81,81,0.0225,149.85,0.041625,0:01:21.000,3.3364,6994.0,157.4,512.5,01/09/2021 20:37:28,23334.8,24.26,2021-09-01 20:37:28,,,,,,,
82,82,0.022777778,151.7,0.042138889000000006,0:01:22.000,3.3376,6994.0,159.4,519.0,01/09/2021 20:37:29,23343.2,24.26,2021-09-01 20:37:29,36486.0,09-Jan-21 20:37:29:220,00:18:48:49:803,45.347,0.0,24.241,0.0
83,83,0.023055556,153.55,0.042652777999999995,0:01:23.000,3.3392,6994.0,161.3,525.4,01/09/2021 20:37:30,23354.4,24.259,2021-09-01 20:37:30,,,,,,,
84,84,0.023333332999999998,155.4,0.043166667,0:01:24.000,3.3407,6994.0,163.2,531.9,01/09/2021 20:37:31,23364.9,24.258000000000003,2021-09-01 20:37:31,36487.0,09-Jan-21 20:37:31:077,00:18:48:51:660,45.361000000000004,0.0,24.24,0.0
85,85,0.023611111,157.25,0.043680555999999995,0:01:25.000,3.3423,6994.0,165.2,538.4,01/09/2021 20:37:32,23376.0,24.258000000000003,2021-09-01 20:37:32,36488.0,09-Jan-21 20:37:32:932,00:18:48:53:515,45.376000000000005,0.0,24.24,0.0
86,86,0.023888889,159.1,0.044194444000000006,0:01:26.000,3.3435,7000.2,167.1,544.9,01/09/2021 20:37:33,23405.2,24.256,2021-09-01 20:37:33,,,,,,,
87,87,0.024166667000000003,160.95,0.044708332999999996,0:01:27.000,3.3451,7000.2,169.1,551.4,01/09/2021 20:37:34,23416.4,24.256,2021-09-01 20:37:34,36489.0,09-Jan-21 20:37:34:790,00:18:48:55:373,45.39,0.0,24.24,0.0
88,88,0.024444444,162.8,0.045222222,0:01:28.000,3.3463,7000.2,171.0,557.9,01/09/2021 20:37:35,23424.8,24.255,2021-09-01 20:37:35,,,,,,,
89,89,0.024722222000000002,164.65,0.045736110999999996,0:01:29.000,3.3482,6994.0,173.0,564.4,01/09/2021 20:37:36,23417.3,24.254,2021-09-01 20:37:36,36490.0,09-Jan-21 20:37:36:647,00:18:48:57:230,45.403999999999996,0.0,24.24,0.0
90,90,0.025,166.5,0.04625,0:01:30.000,3.3494,7000.2,174.9,570.9,01/09/2021 20:37:37,23446.5,24.252,2021-09-01 20:37:37,,,,,,,
91,91,0.025277777999999997,168.35,0.046763889,0:01:31.000,3.3506,6994.0,176.8,577.4,01/09/2021 20:37:38,23434.1,24.252,2021-09-01 20:37:38,36491.0,09-Jan-21 20:37:38:505,00:18:48:59:088,45.425,0.0,24.241,0.0
92,92,0.025555556,170.2,0.047277778,0:01:32.000,3.3519,6994.0,178.8,584.0,01/09/2021 20:37:39,23443.2,24.252,2021-09-01 20:37:39,,,,,,,
93,93,0.025833332999999997,172.05,0.047791667,0:01:33.000,3.3534,7000.2,180.7,590.5,01/09/2021 20:37:40,23474.5,24.253,2021-09-01 20:37:40,36492.0,09-Jan-21 20:37:40:359,00:18:49:00:942,45.441,0.0,24.241,0.0
94,94,0.026111111,173.9,0.048305556,0:01:34.000,3.3547,6994.0,182.7,597.0,01/09/2021 20:37:41,23462.8,24.254,2021-09-01 20:37:41,,,,,,,
95,95,0.026388889,175.75,0.048819444000000004,0:01:35.000,3.3562,6994.0,184.6,603.5,01/09/2021 20:37:42,23473.3,24.254,2021-09-01 20:37:42,36493.0,09-Jan-21 20:37:42:216,00:18:49:02:799,45.456,0.0,24.241,0.0
96,96,0.026666667,177.6,0.049333333,0:01:36.000,3.3575,6994.0,186.6,610.0,01/09/2021 20:37:43,23482.4,24.250999999999998,2021-09-01 20:37:43,,,,,,,
97,97,0.026944443999999998,179.45,0.049847222000000004,0:01:37.000,3.3587,6994.0,188.5,616.6,01/09/2021 20:37:44,23490.7,24.250999999999998,2021-09-01 20:37:44,36494.0,09-Jan-21 20:37:44:071,00:18:49:04:654,45.466,0.0,24.239,0.0
98,98,0.027222222,181.3,0.05036111099999999,0:01:38.000,3.3603,7000.2,190.5,623.1,01/09/2021 20:37:45,23522.8,24.252,2021-09-01 20:37:45,36495.0,09-Jan-21 20:37:45:927,00:18:49:06:510,45.46,0.0,24.239,0.0
99,99,0.0275,183.15,0.050875,0:01:39.000,3.3615,7000.2,192.4,629.6,01/09/2021 20:37:46,23531.2,24.252,2021-09-01 20:37:46,,,,,,,
100,100,0.027777778,185.0,0.05138888900000001,0:01:40.000,3.363,7000.2,194.3,636.2,01/09/2021 20:37:47,23541.7,24.250999999999998,2021-09-01 20:37:47,36496.0,09-Jan-21 20:37:47:784,00:18:49:08:367,45.452,0.0,24.24,0.0
101,101,0.028055556000000002,186.85,0.051902778,0:01:41.000,3.3643,6994.0,196.3,642.7,01/09/2021 20:37:48,23529.9,24.250999999999998,2021-09-01 20:37:48,,,,,,,
102,102,0.028333333,188.7,0.052416667,0:01:42.000,3.3655,7000.2,198.2,649.2,01/09/2021 20:37:49,23559.2,24.250999999999998,2021-09-01 20:37:49,36497.0,09-Jan-21 20:37:49:641,00:18:49:10:224,45.441,0.0,24.241,0.0
103,103,0.028611111,190.55,0.052930556,0:01:43.000,3.3668,6994.0,200.2,655.8,01/09/2021 20:37:50,23547.4,24.252,2021-09-01 20:37:50,,,,,,,
104,104,0.028888888999999997,192.4,0.053444444,0:01:44.000,3.3677,6994.0,202.1,662.3,01/09/2021 20:37:51,23553.7,24.252,2021-09-01 20:37:51,36498.0,09-Jan-21 20:37:51:496,00:18:49:12:079,45.428999999999995,0.0,24.241,0.0
105,105,0.029166667,194.25,0.053958333,0:01:45.000,3.3689,7000.2,204.1,668.9,01/09/2021 20:37:52,23583.0,24.250999999999998,2021-09-01 20:37:52,,,,,,,
106,106,0.029444444,196.1,0.054472222,0:01:46.000,3.3702,7000.2,206.0,675.4,01/09/2021 20:37:53,23592.1,24.248,2021-09-01 20:37:53,36499.0,09-Jan-21 20:37:53:352,00:18:49:13:935,45.417,0.0,24.241999999999997,0.0
107,107,0.029722222000000003,197.95,0.054986111,0:01:47.000,3.3717,7000.2,207.9,682.0,01/09/2021 20:37:54,23602.6,24.247,2021-09-01 20:37:54,,,,,,,
108,108,0.03,199.8,0.0555,0:01:48.000,3.373,6994.0,209.9,688.5,01/09/2021 20:37:55,23590.8,24.247,2021-09-01 20:37:55,36500.0,09-Jan-21 20:37:55:209,00:18:49:15:792,45.406000000000006,0.0,24.241,0.0
109,109,0.030277777999999998,201.65,0.056013889000000004,0:01:49.000,3.3742,6994.0,211.8,695.1,01/09/2021 20:37:56,23599.2,24.247,2021-09-01 20:37:56,,,,,,,
110,110,0.030555556,203.5,0.056527778,0:01:50.000,3.3754,7000.2,213.8,701.6,01/09/2021 20:37:57,23628.5,24.248,2021-09-01 20:37:57,36501.0,09-Jan-21 20:37:57:068,00:18:49:17:651,45.398,0.0,24.239,0.0
111,111,0.030833332999999997,205.35,0.057041667000000004,0:01:51.000,3.3764,7000.2,215.7,708.2,01/09/2021 20:37:58,23635.5,24.248,2021-09-01 20:37:58,36502.0,09-Jan-21 20:37:58:922,00:18:49:19:505,45.39,0.0,24.239,0.0
112,112,0.031111111,207.2,0.057555555999999994,0:01:52.000,3.3776,6994.0,217.7,714.8,01/09/2021 20:37:59,23622.9,24.25,2021-09-01 20:37:59,,,,,,,
113,113,0.031388888999999996,209.05,0.058069444000000005,0:01:53.000,3.3792,7000.2,219.6,721.3,01/09/2021 20:38:00,23655.1,24.252,2021-09-01 20:38:00,36503.0,09-Jan-21 20:38:00:778,00:18:49:21:361,45.382,0.0,24.241,0.0
114,114,0.031666667,210.9,0.058583333,0:01:54.000,3.3801,7000.2,221.5,727.9,01/09/2021 20:38:01,23661.4,24.254,2021-09-01 20:38:01,,,,,,,
115,115,0.031944444,212.75,0.059097222000000005,0:01:55.000,3.3813,6994.0,223.5,734.5,01/09/2021 20:38:02,23648.8,24.253,2021-09-01 20:38:02,36504.0,09-Jan-21 20:38:02:634,00:18:49:23:217,45.375,0.0,24.244,0.0
116,116,0.032222222,214.6,0.059611110999999994,0:01:56.000,3.3826,7000.2,225.4,741.0,01/09/2021 20:38:03,23678.9,24.253,2021-09-01 20:38:03,,,,,,,
117,117,0.0325,216.45,0.060125,0:01:57.000,3.3838,7000.2,227.4,747.6,01/09/2021 20:38:04,23687.3,24.253,2021-09-01 20:38:04,36505.0,09-Jan-21 20:38:04:489,00:18:49:25:072,45.369,0.0,24.246,0.0
118,118,0.032777778,218.3,0.060638889,0:01:58.000,3.3847,6994.0,229.3,754.2,01/09/2021 20:38:05,23672.6,24.253,2021-09-01 20:38:05,,,,,,,
119,119,0.033055556,220.15,0.061152778,0:01:59.000,3.3863,7006.4,231.3,760.8,01/09/2021 20:38:06,23725.8,24.253,2021-09-01 20:38:06,36506.0,09-Jan-21 20:38:06:344,00:18:49:26:927,45.363,0.0,24.249000000000002,0.0
120,120,0.033333333,222.0,0.061666667,0:02:00.000,3.3875,7000.2,233.2,767.4,01/09/2021 20:38:07,23713.2,24.252,2021-09-01 20:38:07,,,,,,,
121,121,0.033611111,223.85,0.062180556,0:02:01.000,3.3885,7006.4,235.2,774.0,01/09/2021 20:38:08,23741.2,24.25,2021-09-01 20:38:08,36507.0,09-Jan-21 20:38:08:199,00:18:49:28:782,45.358000000000004,0.0,24.250999999999998,0.0
122,122,0.033888889,225.7,0.062694444,0:02:02.000,3.3897,7006.4,237.1,780.6,01/09/2021 20:38:09,23749.6,24.25,2021-09-01 20:38:09,,,,,,,
